blizzard_item_id,name,icon_url,slot_type,armor_type,quality_track,has_tooltip
27448,Cloak of the Everliving,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_11.jpg,back,,,yes
27449,Blood Knight Defender,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_05.jpg,off_hand,,,yes
27450,Wild Stalker Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_03.jpg,feet,mail,,yes
27451,Boots of the Darkwalker,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_05.jpg,feet,cloth,,yes
27452,Light Scribe Bands,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_13.jpg,wrist,cloth,,yes
27453,Averinn's Ring of Slaying,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_38.jpg,ring_1,,,yes
27454,Volcanic Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_23.jpg,shoulder,mail,,yes
27455,Irondrake Faceguard,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_12.jpg,head,plate,,yes
27456,Raiments of Nature's Breath,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_07.jpg,chest,leather,,yes
27457,Life Bearer's Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_09.jpg,hands,plate,,yes
27458,Oceansong Kilt,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_11.jpg,legs,mail,,yes
27459,Vambraces of Daring,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_06.jpg,wrist,plate,,yes
27460,Reavers' Ring,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_ahnqiraj_03.jpg,ring_1,,,yes
27461,Chestguard of the Prowler,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_leather_08.jpg,chest,leather,,yes
27462,Crimson Bracers of Gloom,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_13.jpg,wrist,cloth,,yes
27463,Terror Flame Dagger,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_shortblade_31.jpg,main_hand,,,yes
27464,Omor's Unyielding Will,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_17.jpg,neck,,,yes
27465,Mana-Etched Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_15.jpg,hands,cloth,,yes
27466,Headdress of Alacrity,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_70.jpg,head,cloth,,yes
27467,Silent-Strider Kneeboots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_06.jpg,feet,leather,,yes
27468,Moonglade Handwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_13.jpg,hands,leather,,yes
27474,Beast Lord Handguards,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_10.jpg,hands,mail,,yes
27475,Gauntlets of the Bold,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_28.jpg,hands,plate,,yes
27476,Truncheon of Five Hells,https://wow.zamimg.com/images/wow/icons/medium/inv_mace_44.jpg,main_hand,,,yes
27477,Faol's Signet of Cleansing,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_24.jpg,off_hand,,,yes
27478,Girdle of the Blasted Reaches,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_09.jpg,waist,mail,,yes
27483,Moon-Touched Bands,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_08.jpg,wrist,leather,,yes
27485,Embroidered Cape of Mysteries,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_18.jpg,back,,,yes
27487,Bloodlord Legplates,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_02.jpg,legs,plate,,yes
27488,Mage-Collar of the Firestorm,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_34.jpg,head,cloth,,yes
27489,Virtue Bearer's Vambraces,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_13.jpg,wrist,plate,,yes
27490,Firebrand Battleaxe,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_65.jpg,main_hand,,,yes
27491,Signet of Repose,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_59.jpg,ring_1,,,yes
27492,Moonchild Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_12.jpg,legs,leather,,yes
27493,Gloves of the Deadwatcher,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_19.jpg,hands,cloth,,yes
27494,Emerald Eye Bracer,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_16.jpg,wrist,mail,,yes
27495,Soldier's Dog Tags,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_39.jpg,neck,,,yes
27497,Doomplate Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_29.jpg,hands,plate,,yes
27505,Ruby Helm of the Just,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_12.jpg,head,plate,,yes
27506,Robe of Effervescent Light,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_38.jpg,chest,cloth,,yes
27507,Adamantine Repeater,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_crossbow_15.jpg,main_hand,,,yes
27508,Incanter's Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_17.jpg,hands,cloth,,yes
27509,Handgrips of Assassination,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_01.jpg,hands,leather,,yes
27510,Tidefury Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_10.jpg,hands,mail,,yes
27512,The Willbreaker,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_01.jpg,main_hand,,,yes
27514,Leggings of the Unrepentant,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_leather_12.jpg,legs,leather,,yes
27517,Bands of Nethekurse,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_13.jpg,wrist,cloth,,yes
27519,Cloak of Malice,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_06.jpg,back,,,yes
27520,Greathelm of the Unbreakable,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_71.jpg,head,plate,,yes
27521,Telaari Hunting Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_09.jpg,waist,mail,,yes
27522,World's End Bracers,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_09.jpg,wrist,mail,,yes
27523,Exarch's Diamond Band,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_55.jpg,ring_1,,,yes
27524,Firemaul of Destruction,https://wow.zamimg.com/images/wow/icons/medium/inv_mace_36.jpg,main_hand,,,yes
27525,Jeweled Boots of Sanctification,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_12.jpg,feet,cloth,,yes
27526,Skyfire Hawk-Bow,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_bow_17.jpg,main_hand,,,yes
27527,Greaves of the Shatterer,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_01.jpg,legs,plate,,yes
27528,Gauntlets of Desolation,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_10.jpg,hands,mail,,yes
27529,Figurine of the Colossus,https://wow.zamimg.com/images/wow/icons/medium/inv_qirajidol_rebirth.jpg,trinket_1,,,yes
27531,Wastewalker Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_25.jpg,hands,leather,,yes
27533,Demonblood Eviscerator,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_hand_05.jpg,main_hand,,,yes
27534,Hortus' Seal of Brilliance,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_gem_lionseye_01.jpg,off_hand,,,yes
27535,Gauntlets of the Righteous,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_29.jpg,hands,plate,,yes
27536,Hallowed Handwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_27.jpg,hands,cloth,,yes
27537,Gloves of Oblivion,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_16.jpg,hands,cloth,,yes
27538,Lightsworn Hammer,https://wow.zamimg.com/images/wow/icons/medium/inv_hammer_23.jpg,main_hand,,,yes
27539,Justice Bearer's Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_37.jpg,shoulder,plate,,yes
27540,Nexus Torch,https://wow.zamimg.com/images/wow/icons/medium/inv_wand_18.jpg,main_hand,,,yes
27541,Archery Belt of the Broken,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_25.jpg,waist,mail,,yes
27542,Cord of Belief,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_30.jpg,waist,cloth,,yes
27543,Starlight Dagger,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_shortblade_37.jpg,main_hand,,,yes
27545,Mennu's Scaled Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_05.jpg,legs,leather,,yes
27546,Traitor's Noose,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_noose_01.jpg,neck,,,yes
27547,Coldwhisper Cord,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_15.jpg,waist,cloth,,yes
27548,Girdle of Many Blessings,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_23.jpg,waist,plate,,yes
27549,Wavefury Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_08.jpg,feet,mail,,yes
27550,Ironscale War Cloak,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_13.jpg,back,,,yes
27551,Skeletal Necklace of Battlerage,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_talisman_12.jpg,neck,,,yes
27672,Girdle of the Immovable,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_26.jpg,waist,plate,,yes
27673,Phosphorescent Blade,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_27.jpg,main_hand,,,yes
27683,Quagmirran's Eye,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_gem_pearl_01.jpg,trinket_1,,,yes
27712,Shackles of Quagmirran,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_08.jpg,wrist,leather,,yes
27713,Pauldrons of Desolation,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_20.jpg,shoulder,mail,,yes
27714,Swamplight Lantern,https://wow.zamimg.com/images/wow/icons/medium/inv_offhand_outlandraid_03orange.jpg,off_hand,,,yes
27737,Moonglade Shoulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_24.jpg,shoulder,leather,,yes
27738,Incanter's Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_02.jpg,shoulder,cloth,,yes
27739,Spaulders of the Righteous,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_10.jpg,shoulder,plate,,yes
27740,Band of Ursol,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_24.jpg,ring_1,,,yes
27741,Bleeding Hollow Warhammer,https://wow.zamimg.com/images/wow/icons/medium/inv_mace_1h_stratholme_d_01.jpg,main_hand,,,yes
27742,Mage-Fury Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_13.jpg,waist,cloth,,yes
27743,Girdle of Living Flame,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_11.jpg,waist,mail,,yes
27745,Hungarhide Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_11.jpg,hands,mail,,yes
27746,Arcanium Signet Bands,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_19.jpg,wrist,cloth,,yes
27747,Boggspine Knuckles,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_hand_11.jpg,main_hand,,,yes
27748,Cassock of the Loyal,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_59.jpg,legs,plate,,yes
27755,Girdle of Gallantry,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_29.jpg,waist,plate,,yes
27757,Greatstaff of the Leviathan,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_56.jpg,main_hand,,,yes
27758,Hydra-Fang Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_34.jpg,neck,,,yes
27759,Headdress of the Tides,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_19.jpg,head,mail,,yes
27760,Dunewind Sash,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_24.jpg,waist,leather,,yes
27761,Ring of the Shadow Deeps,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_ahnqiraj_01.jpg,ring_1,,,yes
27762,Weathered Band of the Swamplord,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_44.jpg,ring_1,,,yes
27763,Crown of the Forest Lord,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_17.jpg,head,leather,,yes
27764,Hands of the Sun,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_19.jpg,hands,cloth,,yes
27765,Armwraps of Disdain,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_07.jpg,wrist,leather,,yes
27766,Swampstone Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_29.jpg,neck,,,yes
27767,Bogreaver,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_55.jpg,main_hand,,,yes
27768,Oracle Belt of Timeless Mystery,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_01.jpg,waist,cloth,,yes
27769,Endbringer,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_71.jpg,main_hand,,,yes
27770,Argussian Compass,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_armorkit_22.jpg,trinket_1,,,yes
27771,Doomplate Shoulderguards,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_26.jpg,shoulder,plate,,yes
27772,Stormshield of Renewal,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_34.jpg,off_hand,,,yes
27773,Barbaric Legstraps,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_leather_06.jpg,legs,mail,,yes
27775,Hallowed Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_22.jpg,shoulder,cloth,,yes
27776,Shoulderpads of Assassination,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_24.jpg,shoulder,leather,,yes
27778,Spaulders of Oblivion,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_18.jpg,shoulder,cloth,,yes
27779,Bone Chain Necklace,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_necklace_04.jpg,neck,,,yes
27780,Ring of Fabled Hope,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_31.jpg,ring_1,,,yes
27781,Demonfang Ritual Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_72.jpg,head,cloth,,yes
27783,Moonrage Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_08.jpg,waist,leather,,yes
27784,Scintillating Coral Band,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_62.jpg,ring_1,,,yes
27787,Chestguard of No Remorse,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate11.jpg,chest,leather,,yes
27788,Bloodsworn Warboots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_04.jpg,feet,plate,,yes
27789,Cloak of Whispering Shells,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_16.jpg,back,,,yes
27790,Mask of Penance,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_74.jpg,head,plate,,yes
27791,Serpentcrest Life-Staff,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_48.jpg,main_hand,,,yes
27792,Steam-Hinge Chain of Valor,https://wow.zamimg.com/images/wow/icons/medium/ability_rogue_nervesofsteel.jpg,neck,,,yes
27793,Earth Mantle Handwraps,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_03.jpg,hands,mail,,yes
27794,Recoilless Rocket Ripper X-54,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_rifle_19.jpg,main_hand,,,yes
27795,Sash of Serpentra,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_13.jpg,waist,cloth,,yes
27796,Mana-Etched Spaulders,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_22.jpg,shoulder,cloth,,yes
27797,Wastewalker Shoulderpads,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_15.jpg,shoulder,leather,,yes
27798,Gauntlets of Vindication,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_19.jpg,hands,plate,,yes
27799,Vermillion Robes of the Dominant,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_18.jpg,chest,cloth,,yes
27800,Earthsoul Britches,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_14.jpg,legs,leather,,yes
27801,Beast Lord Mantle,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_23.jpg,shoulder,mail,,yes
27802,Tidefury Shoulderguards,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_31.jpg,shoulder,mail,,yes
27803,Shoulderguards of the Bold,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_26.jpg,shoulder,plate,,yes
27804,Devilshark Cape,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_13.jpg,back,,,yes
27805,Ring of the Silver Hand,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_66.jpg,ring_1,,,yes
27806,Fathomheart Gauntlets,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_10.jpg,hands,mail,,yes
27813,Boots of the Colossus,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_11.jpg,feet,plate,,yes
27814,Twinblade of Mastery,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_shortblade_30.jpg,main_hand,,,yes
27816,Mindrage Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_23.jpg,shoulder,cloth,,yes
27817,Starbolt Longbow,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_bow_06.jpg,main_hand,,,yes
27818,Starry Robes of the Crescent,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_08.jpg,chest,leather,,yes
27821,Extravagant Boots of Malice,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_12.jpg,feet,cloth,,yes
27822,Crystal Band of Valor,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_54.jpg,ring_1,,,yes
27823,Shard Encrusted Breastplate,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_chain_13.jpg,chest,mail,,yes
27824,Robe of the Great Dark Beyond,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_cloth_38.jpg,chest,cloth,,yes
27825,Predatory Gloves,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_15.jpg,hands,leather,,yes
27826,Mantle of the Sea Wolf,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_33.jpg,shoulder,mail,,yes
27827,Lucid Dream Bracers,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_06.jpg,wrist,leather,,yes
27828,Warp-Scarab Brooch,https://wow.zamimg.com/images/wow/icons/medium/inv_scarab_crystal.jpg,trinket_1,,,yes
27829,Axe of the Nexus-Kings,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_70.jpg,main_hand,,,yes
27831,Mantle of the Unforgiven,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_17.jpg,shoulder,leather,,yes
27835,Stillwater Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_03.jpg,waist,mail,,yes
27837,Wastewalker Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_04.jpg,legs,leather,,yes
27838,Incanter's Trousers,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_20.jpg,legs,cloth,,yes
27839,Legplates of the Righteous,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_04.jpg,legs,plate,,yes
27840,Scepter of Sha'tar,https://wow.zamimg.com/images/wow/icons/medium/inv_mace_51.jpg,main_hand,,,yes
27842,Grand Scepter of the Nexus-Kings,https://wow.zamimg.com/images/wow/icons/medium/inv_staff_45.jpg,main_hand,,,yes
27843,Glyph-Lined Sash,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_10.jpg,waist,cloth,,yes
27844,Pauldrons of Swift Retribution,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_35.jpg,shoulder,plate,,yes
27845,Magma Plume Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_13.jpg,feet,mail,,yes
27846,Claw of the Watcher,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_hand_07.jpg,main_hand,,,yes
27847,Fanblade Pauldrons,https://wow.zamimg.com/images/wow/icons/medium/inv_shoulder_34.jpg,shoulder,plate,,yes
27848,Embroidered Spellpyre Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_06.jpg,feet,cloth,,yes
27865,Bracers of Shirrak,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_16.jpg,wrist,mail,,yes
27866,Scintillating Headdress of Second Sight,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_52.jpg,head,cloth,,yes
27867,Boots of the Unjust,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_06.jpg,feet,leather,,yes
27868,Runesong Dagger,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_shortblade_52.jpg,main_hand,,,yes
27869,Soulpriest's Ring of Resolve,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_38.jpg,ring_1,,,yes
27870,Doomplate Legguards,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_12.jpg,legs,plate,,yes
27871,Maladaar's Blessed Chaplet,https://wow.zamimg.com/images/wow/icons/medium/spell_holy_summonlightwell.jpg,neck,,,yes
27872,The Harvester of Souls,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_62.jpg,main_hand,,,yes
27873,Moonglade Pants,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_14.jpg,legs,leather,,yes
27874,Beast Lord Leggings,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_03.jpg,legs,mail,,yes
27875,Hallowed Trousers,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_18.jpg,legs,cloth,,yes
27884,Ornate Boots of the Sanctified,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_04.jpg,feet,plate,,yes
27885,Soul-Wand of the Aldor,https://wow.zamimg.com/images/wow/icons/medium/inv_wand_05.jpg,main_hand,,,yes
27887,Platinum Shield of the Valorous,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_35.jpg,off_hand,,,yes
27888,Dream-Wing Helm,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_21.jpg,head,mail,,yes
27889,Jaedenfire Gloves of Annihilation,https://wow.zamimg.com/images/wow/icons/medium/inv_gauntlets_19.jpg,hands,cloth,,yes
27890,Wand of the Netherwing,https://wow.zamimg.com/images/wow/icons/medium/inv_wand_19.jpg,main_hand,,,yes
27891,Adamantine Figurine,https://wow.zamimg.com/images/wow/icons/medium/inv_qirajidol_sage.jpg,trinket_1,,,yes
27892,Cloak of the Inciter,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_08.jpg,back,,,yes
27893,Ornate Leggings of the Venerated,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_21.jpg,legs,plate,,yes
27895,Band of Many Prisms,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_50naxxramas.jpg,ring_1,,,yes
27896,Alembic of Infernal Power,https://wow.zamimg.com/images/wow/icons/medium/inv_potion_130.jpg,trinket_1,,,yes
27897,Breastplate of Many Graces,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate11.jpg,chest,plate,,yes
27898,Wrathfire Hand-Cannon,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_rifle_20.jpg,main_hand,,,yes
27899,Mana Wrath,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_draenei_04.jpg,main_hand,,,yes
27900,Jewel of Charismatic Mystique,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_gem_lionseye_01.jpg,trinket_1,,,yes
27901,Blackout Truncheon,https://wow.zamimg.com/images/wow/icons/medium/inv_mace_35.jpg,main_hand,,,yes
27902,Silent Slippers of Meditation,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_09.jpg,feet,cloth,,yes
27903,Sonic Spear,https://wow.zamimg.com/images/wow/icons/medium/inv_spear_08.jpg,main_hand,,,yes
27904,Resounding Ring of Glory,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_64.jpg,ring_1,,,yes
27905,Greatsword of Horrid Dreams,https://wow.zamimg.com/images/wow/icons/medium/inv_sword_2h_blood_c_03.jpg,main_hand,,,yes
27906,Crimsonforge Breastplate,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_plate08.jpg,chest,plate,,yes
27907,Mana-Etched Pantaloons,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_17.jpg,legs,cloth,,yes
27908,Leggings of Assassination,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_leather_03.jpg,legs,leather,,yes
27909,Tidefury Kilt,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_mail_06.jpg,legs,mail,,yes
27910,Silvermoon Crest Shield,https://wow.zamimg.com/images/wow/icons/medium/inv_shield_36.jpg,off_hand,,,yes
27911,Epoch's Whispering Cinch,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_19.jpg,waist,leather,,yes
27912,Harness of the Deep Currents,https://wow.zamimg.com/images/wow/icons/medium/inv_chest_leather_05.jpg,chest,mail,,yes
27913,Whispering Blade of Slaying,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_shortblade_51.jpg,main_hand,,,yes
27914,Moonstrider Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_14.jpg,feet,leather,,yes
27915,Sky-Hunter Swift Boots,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_chain_05.jpg,feet,mail,,yes
27918,Bands of Syth,https://wow.zamimg.com/images/wow/icons/medium/inv_bracer_10.jpg,wrist,plate,,yes
27919,Light-Woven Slippers,https://wow.zamimg.com/images/wow/icons/medium/inv_boots_cloth_02.jpg,feet,cloth,,yes
27925,Ravenclaw Band,https://wow.zamimg.com/images/wow/icons/medium/inv_jewelry_ring_16.jpg,ring_1,,,yes
27936,Greaves of Desolation,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_cloth_20.jpg,legs,mail,,yes
27938,Savage Mask of the Lynx Lord,https://wow.zamimg.com/images/wow/icons/medium/inv_helmet_73.jpg,head,leather,,yes
27946,Avian Cloak of Feathers,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_16.jpg,back,,,yes
27948,Trousers of Oblivion,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_08.jpg,legs,cloth,,yes
27977,Legplates of the Bold,https://wow.zamimg.com/images/wow/icons/medium/inv_pants_plate_06.jpg,legs,plate,,yes
27980,Terokk's Nightmace,https://wow.zamimg.com/images/wow/icons/medium/inv_hammer_19.jpg,main_hand,,,yes
27981,Sethekk Oracle Cloak,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_11.jpg,back,,,yes
27985,Deathforge Girdle,https://wow.zamimg.com/images/wow/icons/medium/inv_belt_23.jpg,waist,plate,,yes
27986,Crow Wing Reaper,https://wow.zamimg.com/images/wow/icons/medium/inv_axe_69.jpg,main_hand,,,yes
27987,Melmorta's Twilight Longbow,https://wow.zamimg.com/images/wow/icons/medium/inv_weapon_bow_19.jpg,main_hand,,,yes
27988,Burnoose of Shifting Ages,https://wow.zamimg.com/images/wow/icons/medium/inv_misc_cape_15.jpg,back,,,yes
