id,source_id,spec_id,hero_talent_id,item_id,blizzard_item_id,item_name,tier,sort_order
927,3,22,,16759,251782,Withered Saptor's Paw,A,2
924,3,22,,1349,260235,Umbral Plume,S,2
942,3,22,,2017,151307,Void Stalker's Contract,D,2
928,3,22,,14,250256,Heart of Wind,A,3
934,3,22,,149,250144,Emberwing Feather,B,3
935,3,22,,5750,250462,Forgotten Farstrider's Insignia,B,4
929,3,22,,16482,251792,Glorious Crusader's Keepsake,A,4
930,3,22,,5877,249345,Ranger-Captain's Iridescent Insignia,A,5
936,3,22,,31208,246304,Darkmoon Dominion: Hunt,B,5
439,3,23,,1335,250258,Vessel of Tortured Souls,C,0
430,3,23,,59,193701,Algeth'ar Puzzle Box,S,0
436,3,23,,5733,250227,Kroluk's Warbanner,B,0
443,3,23,,2017,151307,Void Stalker's Contract,D,0
433,3,23,,29,249343,Gaze of the Alnseer,A,0
444,3,23,,2017,151307,Void Stalker's Contract,D,1
437,3,23,,5789,249805,Undreamt God's Oozing Vestige,B,1
431,3,23,,485,249806,Radiant Plume,S,1
440,3,23,,30,249344,Light Company Guidon,C,1
434,3,23,,5877,249345,Ranger-Captain's Iridescent Insignia,A,1
438,3,23,,149,250144,Emberwing Feather,B,2
441,3,23,,5581,250257,Eye of the Drowning Void,C,2
435,3,23,,14,250256,Heart of Wind,A,2
432,3,23,,1349,260235,Umbral Plume,S,2
442,3,23,,5727,250226,Latch's Crooked Hook,C,3
253,3,24,,30,249344,Light Company Guidon,D,0
247,3,24,,5733,250227,Kroluk's Warbanner,C,0
243,3,24,,2017,151307,Void Stalker's Contract,B,0
240,3,24,,1349,260235,Umbral Plume,A,0
238,3,24,,59,193701,Algeth'ar Puzzle Box,S,0
239,3,24,,29,249343,Gaze of the Alnseer,S,1
241,3,24,,485,249806,Radiant Plume,A,1
254,3,24,,149,250144,Emberwing Feather,D,1
244,3,24,,5581,250257,Eye of the Drowning Void,B,1
248,3,24,,31208,246304,Darkmoon Dominion: Hunt,C,1
242,3,24,,15,252420,Solarflare Prism,A,2
245,3,24,,5727,250226,Latch's Crooked Hook,B,2
255,3,24,,5750,250462,Forgotten Farstrider's Insignia,D,2
249,3,24,,31224,246305,Darkmoon Dominion: Blood,C,2
250,3,24,,31226,246306,Darkmoon Dominion: Rot,C,3
246,3,24,,14,250256,Heart of Wind,B,3
251,3,24,,31233,246307,Darkmoon Dominion: Void,C,4
252,3,24,,31234,241340,Magister's Alchemist Stone,C,5
72,3,25,,59,193701,Algeth'ar Puzzle Box,A,0
74,3,25,,1335,250258,Vessel of Tortured Souls,B,0
75,3,25,,31234,241340,Magister's Alchemist Stone,C,0
67,3,25,,30,249344,Light Company Guidon,S,0
68,3,25,,29,249343,Gaze of the Alnseer,S,1
73,3,25,,15,252420,Solarflare Prism,A,1
69,3,25,,485,249806,Radiant Plume,S,2
70,3,25,,1349,260235,Umbral Plume,S,3
71,3,25,,2570,249342,Heart of Ancient Hunger,S,4
130,3,26,,21164,245829,Darkmoon Deck: Hunt,A,0
125,3,26,,30,249344,Light Company Guidon,S,0
134,3,26,,36443,245855,"",B,0
141,3,26,,5658,250241,Mark of Light,C,0
144,3,26,,36453,245846,"",D,0
135,3,26,,1335,250258,Vessel of Tortured Souls,B,1
142,3,26,,2017,151307,Void Stalker's Contract,C,1
126,3,26,,29,249343,Gaze of the Alnseer,S,1
131,3,26,,15,252420,Solarflare Prism,A,1
132,3,26,,14,250256,Heart of Wind,A,2
143,3,26,,31234,241340,Magister's Alchemist Stone,C,2
136,3,26,,14807,193719,Dragon Games Equipment,B,2
127,3,26,,1349,260235,Umbral Plume,S,2
133,3,26,,59,193701,Algeth'ar Puzzle Box,A,3
137,3,26,,5789,249805,Undreamt God's Oozing Vestige,B,3
128,3,26,,485,249806,Radiant Plume,S,3
129,3,26,,2570,249342,Heart of Ancient Hunger,S,4
138,3,26,,5733,250227,Kroluk's Warbanner,B,4
139,3,26,,5727,250226,Latch's Crooked Hook,B,5
140,3,26,,36449,245750,"",B,6
2198,3,27,,21164,245829,Darkmoon Deck: Hunt,B,0
2193,3,27,,29,249343,Gaze of the Alnseer,S,0
2195,3,27,,864,249810,Shadow of the Empyrean Requiem,A,0
2206,3,27,,5836,249340,Wraps of Cosmic Madness,D,0
2203,3,27,,9102,50259,Nevermelting Ice Crystal,C,0
2207,3,27,,333,250223,Soulcatcher's Charm,D,1
2199,3,27,,36443,245855,"",B,1
2194,3,27,,149,250144,Emberwing Feather,S,1
2196,3,27,,165,249346,Vaelgor's Final Stare,A,1
2204,3,27,,13390,151310,Reality Breacher,C,1
2200,3,27,,36449,245750,"",B,2
2208,3,27,,334,249809,Locus-Walker's Ribbon,D,2
2197,3,27,,14,250256,Heart of Wind,A,2
2205,3,27,,5581,250257,Eye of the Drowning Void,C,2
2201,3,27,,36453,245846,"",B,3
2202,3,27,,1335,250258,Vessel of Tortured Souls,B,4
2240,3,28,,9102,50259,Nevermelting Ice Crystal,D,0
2231,3,28,,1335,250258,Vessel of Tortured Souls,B,0
2235,3,28,,5581,250257,Eye of the Drowning Void,C,0
2225,3,28,,149,250144,Emberwing Feather,S,0
2228,3,28,,29,249343,Gaze of the Alnseer,A,0
2226,3,28,,334,249809,Locus-Walker's Ribbon,S,1
2232,3,28,,333,250223,Soulcatcher's Charm,B,1
2236,3,28,,21164,245829,Darkmoon Deck: Hunt,C,1
2229,3,28,,864,249810,Shadow of the Empyrean Requiem,A,1
2230,3,28,,14,250256,Heart of Wind,A,2
2233,3,28,,13390,151310,Reality Breacher,B,2
2227,3,28,,165,249346,Vaelgor's Final Stare,S,2
2237,3,28,,36443,245855,"",C,2
2238,3,28,,36449,245750,"",C,3
2234,3,28,,5836,249340,Wraps of Cosmic Madness,B,3
2239,3,28,,36453,245846,"",C,4
2291,3,29,,334,249809,Locus-Walker's Ribbon,A,0
2299,3,29,,36449,245750,"",C,0
2304,3,29,,5836,249340,Wraps of Cosmic Madness,D,0
2294,3,29,,1335,250258,Vessel of Tortured Souls,B,0
2289,3,29,,29,249343,Gaze of the Alnseer,S,0
2295,3,29,,21164,245829,Darkmoon Deck: Hunt,B,1
2300,3,29,,36453,245846,"",C,1
2292,3,29,,864,249810,Shadow of the Empyrean Requiem,A,1
2290,3,29,,165,249346,Vaelgor's Final Stare,S,1
2296,3,29,,149,250144,Emberwing Feather,B,2
2293,3,29,,333,250223,Soulcatcher's Charm,A,2
2301,3,29,,9102,50259,Nevermelting Ice Crystal,C,2
2302,3,29,,13390,151310,Reality Breacher,C,3
2297,3,29,,14,250256,Heart of Wind,B,3
2298,3,29,,36443,245855,"",B,4
2303,3,29,,5581,250257,Eye of the Drowning Void,C,4
2021,3,30,,333,250223,Soulcatcher's Charm,D,0
2013,3,30,,1335,250258,Vessel of Tortured Souls,A,0
2009,3,30,,29,249343,Gaze of the Alnseer,S,0
2015,3,30,,21164,245829,Darkmoon Deck: Hunt,B,0
2016,3,30,,864,249810,Shadow of the Empyrean Requiem,C,0
2017,3,30,,5581,250257,Eye of the Drowning Void,C,1
2022,3,30,,13390,151310,Reality Breacher,D,1
2010,3,30,,149,250144,Emberwing Feather,S,1
2014,3,30,,14,250256,Heart of Wind,A,1
2011,3,30,,165,249346,Vaelgor's Final Stare,S,2
2023,3,30,,5836,249340,Wraps of Cosmic Madness,D,2
2018,3,30,,36443,245855,"",C,2
2012,3,30,,334,249809,Locus-Walker's Ribbon,S,3
2019,3,30,,36449,245750,"",C,3
2024,3,30,,9102,50259,Nevermelting Ice Crystal,D,3
2020,3,30,,36453,245846,"",C,4
2025,3,30,,5750,250462,Forgotten Farstrider's Insignia,D,4
1740,3,31,,864,249810,Shadow of the Empyrean Requiem,B,0
1736,3,31,,334,249809,Locus-Walker's Ribbon,A,0
1734,3,31,,29,249343,Gaze of the Alnseer,S,0
1748,3,31,,5836,249340,Wraps of Cosmic Madness,D,0
1745,3,31,,9102,50259,Nevermelting Ice Crystal,C,0
1746,3,31,,13390,151310,Reality Breacher,C,1
1735,3,31,,165,249346,Vaelgor's Final Stare,S,1
1737,3,31,,149,250144,Emberwing Feather,A,1
1741,3,31,,21164,245829,Darkmoon Deck: Hunt,B,1
1749,3,31,,1335,250258,Vessel of Tortured Souls,D,1
1747,3,31,,5581,250257,Eye of the Drowning Void,C,2
1738,3,31,,14,250256,Heart of Wind,A,2
1742,3,31,,36443,245855,"",B,2
1743,3,31,,36449,245750,"",B,3
1739,3,31,,333,250223,Soulcatcher's Charm,A,3
1744,3,31,,36453,245846,"",B,4
1004,3,32,,5581,250257,Eye of the Drowning Void,B,0
1019,3,32,,31224,246305,Darkmoon Dominion: Blood,F,0
1014,3,32,,16570,251785,Void-Reaper's Libram,D,0
997,3,32,,165,249346,Vaelgor's Final Stare,S,0
999,3,32,,149,250144,Emberwing Feather,A,0
1010,3,32,,16952,251786,Ever-Collapsing Void Fissure,C,0
1015,3,32,,17046,251784,Sylvan Wakrapuku,D,1
998,3,32,,29,249343,Gaze of the Alnseer,S,1
1005,3,32,,38879,255613,"",B,1
1000,3,32,,864,249810,Shadow of the Empyrean Requiem,A,1
1020,3,32,,31234,241340,Magister's Alchemist Stone,F,1
1011,3,32,,16566,264878,Astalor's Anguish Agitator,C,1
1021,3,32,,31208,246304,Darkmoon Dominion: Hunt,F,2
1016,3,32,,19853,252957,Tangle of Vibrant Vines,D,2
1012,3,32,,16482,251792,Glorious Crusader's Keepsake,C,2
1006,3,32,,38880,255614,"",B,2
1001,3,32,,1335,250258,Vessel of Tortured Souls,A,2
1002,3,32,,5836,249340,Wraps of Cosmic Madness,A,3
1007,3,32,,333,250223,Soulcatcher's Charm,B,3
1022,3,32,,31233,246307,Darkmoon Dominion: Void,F,3
1013,3,32,,13390,151310,Reality Breacher,C,3
1017,3,32,,334,249809,Locus-Walker's Ribbon,D,3
1018,3,32,,17009,251787,Sealed Chaos Urn,D,4
1023,3,32,,31226,246306,Darkmoon Dominion: Rot,F,4
1003,3,32,,14,250256,Heart of Wind,A,4
1008,3,32,,9102,50259,Nevermelting Ice Crystal,B,4
1009,3,32,,16769,248583,Drum of Renewed Bonds,B,5
1072,3,33,,149,250144,Emberwing Feather,S,0
1080,3,33,,18400,251783,Lost Idol of the Hash'ey,B,0
1085,3,33,,5750,250462,Forgotten Farstrider's Insignia,C,0
1091,3,33,,17009,251787,Sealed Chaos Urn,D,0
1076,3,33,,333,250223,Soulcatcher's Charm,A,0
1092,3,33,,13390,151310,Reality Breacher,D,1
1077,3,33,,864,249810,Shadow of the Empyrean Requiem,A,1
1086,3,33,,31233,246307,Darkmoon Dominion: Void,C,1
1081,3,33,,31208,246304,Darkmoon Dominion: Hunt,B,1
1073,3,33,,334,249809,Locus-Walker's Ribbon,S,1
1082,3,33,,16482,251792,Glorious Crusader's Keepsake,B,2
1087,3,33,,31234,241340,Magister's Alchemist Stone,C,2
1093,3,33,,9102,50259,Nevermelting Ice Crystal,D,2
1074,3,33,,165,249346,Vaelgor's Final Stare,S,2
1078,3,33,,14,250256,Heart of Wind,A,2
1088,3,33,,16566,264878,Astalor's Anguish Agitator,C,3
1083,3,33,,5836,249340,Wraps of Cosmic Madness,B,3
1075,3,33,,29,249343,Gaze of the Alnseer,S,3
1094,3,33,,5581,250257,Eye of the Drowning Void,D,3
1079,3,33,,1335,250258,Vessel of Tortured Souls,A,3
1095,3,33,,17046,251784,Sylvan Wakrapuku,D,4
1089,3,33,,16952,251786,Ever-Collapsing Void Fissure,C,4
1084,3,33,,17009,251787,Sealed Chaos Urn,B,4
1090,3,33,,16570,251785,Void-Reaper's Libram,C,5
1159,3,34,,9102,50259,Nevermelting Ice Crystal,D,0
1142,3,34,,334,249809,Locus-Walker's Ribbon,A,0
1140,3,34,,29,249343,Gaze of the Alnseer,S,0
1158,3,34,,16952,251786,Ever-Collapsing Void Fissure,C,0
1149,3,34,,864,249810,Shadow of the Empyrean Requiem,B,0
1141,3,34,,165,249346,Vaelgor's Final Stare,S,1
1143,3,34,,333,250223,Soulcatcher's Charm,A,1
1150,3,34,,31224,246305,Darkmoon Dominion: Blood,B,1
1160,3,34,,17009,251787,Sealed Chaos Urn,D,1
1161,3,34,,19853,252957,Tangle of Vibrant Vines,D,2
1151,3,34,,1335,250258,Vessel of Tortured Souls,B,2
1144,3,34,,149,250144,Emberwing Feather,A,2
1145,3,34,,31208,246304,Darkmoon Dominion: Hunt,A,3
1152,3,34,,14,250256,Heart of Wind,B,3
1146,3,34,,16769,248583,Drum of Renewed Bonds,A,4
1153,3,34,,31233,246307,Darkmoon Dominion: Void,B,4
1154,3,34,,31234,241340,Magister's Alchemist Stone,B,5
1147,3,34,,16482,251792,Glorious Crusader's Keepsake,A,5
1155,3,34,,31226,246306,Darkmoon Dominion: Rot,B,6
1148,3,34,,16566,264878,Astalor's Anguish Agitator,A,6
1156,3,34,,16570,251785,Void-Reaper's Libram,B,7
1157,3,34,,17046,251784,Sylvan Wakrapuku,B,8
831,3,35,,31224,246305,Darkmoon Dominion: Blood,C,0
815,3,35,,1349,260235,Umbral Plume,A,0
836,3,35,,5750,250462,Forgotten Farstrider's Insignia,D,0
821,3,35,,1335,250258,Vessel of Tortured Souls,B,0
813,3,35,,59,193701,Algeth'ar Puzzle Box,S,0
814,3,35,,485,249806,Radiant Plume,S,1
837,3,35,,17009,251787,Sealed Chaos Urn,D,1
816,3,35,,29,249343,Gaze of the Alnseer,A,1
832,3,35,,31208,246304,Darkmoon Dominion: Hunt,C,1
822,3,35,,5581,250257,Eye of the Drowning Void,B,1
823,3,35,,2017,151307,Void Stalker's Contract,B,2
817,3,35,,149,250144,Emberwing Feather,A,2
833,3,35,,31226,246306,Darkmoon Dominion: Rot,C,2
834,3,35,,31233,246307,Darkmoon Dominion: Void,C,3
818,3,35,,15,252420,Solarflare Prism,A,3
824,3,35,,14,250256,Heart of Wind,B,3
819,3,35,,5877,249345,Ranger-Captain's Iridescent Insignia,A,4
835,3,35,,31234,241340,Magister's Alchemist Stone,C,4
825,3,35,,5789,249805,Undreamt God's Oozing Vestige,B,4
826,3,35,,30,249344,Light Company Guidon,B,5
820,3,35,,16482,251792,Glorious Crusader's Keepsake,A,5
827,3,35,,16759,251782,Withered Saptor's Paw,B,6
828,3,35,,18400,251783,Lost Idol of the Hash'ey,B,7
829,3,35,,16570,251785,Void-Reaper's Libram,B,8
830,3,35,,17046,251784,Sylvan Wakrapuku,B,9
875,3,36,,14,250256,Heart of Wind,C,0
878,3,36,,5727,250226,Latch's Crooked Hook,D,0
869,3,36,,149,250144,Emberwing Feather,A,0
872,3,36,,5877,249345,Ranger-Captain's Iridescent Insignia,B,0
866,3,36,,59,193701,Algeth'ar Puzzle Box,S,0
879,3,36,,5789,249805,Undreamt God's Oozing Vestige,D,1
867,3,36,,1349,260235,Umbral Plume,S,1
876,3,36,,2017,151307,Void Stalker's Contract,C,1
873,3,36,,15,252420,Solarflare Prism,B,1
870,3,36,,29,249343,Gaze of the Alnseer,A,1
874,3,36,,1335,250258,Vessel of Tortured Souls,B,2
877,3,36,,5581,250257,Eye of the Drowning Void,C,2
868,3,36,,485,249806,Radiant Plume,S,2
871,3,36,,30,249344,Light Company Guidon,A,2
684,3,37,,334,249809,Locus-Walker's Ribbon,S,0
687,3,37,,1335,250258,Vessel of Tortured Souls,A,0
692,3,37,,18400,251783,Lost Idol of the Hash'ey,B,0
696,3,37,,31208,246304,Darkmoon Dominion: Hunt,C,0
702,3,37,,17009,251787,Sealed Chaos Urn,D,0
703,3,37,,17046,251784,Sylvan Wakrapuku,D,1
693,3,37,,5581,250257,Eye of the Drowning Void,B,1
697,3,37,,31233,246307,Darkmoon Dominion: Void,C,1
685,3,37,,165,249346,Vaelgor's Final Stare,S,1
688,3,37,,29,249343,Gaze of the Alnseer,A,1
689,3,37,,864,249810,Shadow of the Empyrean Requiem,A,2
704,3,37,,13390,151310,Reality Breacher,D,2
694,3,37,,16482,251792,Glorious Crusader's Keepsake,B,2
698,3,37,,31234,241340,Magister's Alchemist Stone,C,2
686,3,37,,333,250223,Soulcatcher's Charm,S,2
705,3,37,,9102,50259,Nevermelting Ice Crystal,D,3
690,3,37,,149,250144,Emberwing Feather,A,3
695,3,37,,5836,249340,Wraps of Cosmic Madness,B,3
699,3,37,,16570,251785,Void-Reaper's Libram,C,3
691,3,37,,14,250256,Heart of Wind,A,4
700,3,37,,16566,264878,Astalor's Anguish Agitator,C,4
701,3,37,,16952,251786,Ever-Collapsing Void Fissure,C,5
596,3,38,,14,250256,Heart of Wind,A,0
604,3,38,,29,249343,Gaze of the Alnseer,C,0
592,3,38,,864,249810,Shadow of the Empyrean Requiem,S,0
611,3,38,,9102,50259,Nevermelting Ice Crystal,D,0
601,3,38,,5581,250257,Eye of the Drowning Void,B,0
593,3,38,,333,250223,Soulcatcher's Charm,S,1
612,3,38,,16952,251786,Ever-Collapsing Void Fissure,D,1
605,3,38,,1335,250258,Vessel of Tortured Souls,C,1
602,3,38,,16769,248583,Drum of Renewed Bonds,B,1
597,3,38,,5836,249340,Wraps of Cosmic Madness,A,1
613,3,38,,36443,245855,"",D,2
603,3,38,,16570,251785,Void-Reaper's Libram,B,2
598,3,38,,299,264507,Crucible of Erratic Energies,A,2
594,3,38,,334,249809,Locus-Walker's Ribbon,S,2
606,3,38,,13390,151310,Reality Breacher,C,2
595,3,38,,165,249346,Vaelgor's Final Stare,S,3
599,3,38,,149,250144,Emberwing Feather,A,3
614,3,38,,36453,245846,"",D,3
607,3,38,,17046,251784,Sylvan Wakrapuku,C,3
600,3,38,,3782,193718,Emerald Coach's Whistle,A,4
615,3,38,,36449,245750,"",D,4
608,3,38,,16482,251792,Glorious Crusader's Keepsake,C,4
609,3,38,,16566,264878,Astalor's Anguish Agitator,C,5
610,3,38,,21164,245829,Darkmoon Deck: Hunt,C,6
395,3,39,,1335,250258,Vessel of Tortured Souls,D,0
390,3,39,,5581,250257,Eye of the Drowning Void,C,0
384,3,39,,29,249343,Gaze of the Alnseer,A,0
386,3,39,,864,249810,Shadow of the Empyrean Requiem,B,0
382,3,39,,165,249346,Vaelgor's Final Stare,S,0
387,3,39,,149,250144,Emberwing Feather,B,1
383,3,39,,334,249809,Locus-Walker's Ribbon,S,1
385,3,39,,333,250223,Soulcatcher's Charm,A,1
391,3,39,,14,250256,Heart of Wind,C,1
396,3,39,,13390,151310,Reality Breacher,D,1
392,3,39,,16482,251792,Glorious Crusader's Keepsake,C,2
388,3,39,,3782,193718,Emerald Coach's Whistle,B,2
397,3,39,,17009,251787,Sealed Chaos Urn,D,2
389,3,39,,5836,249340,Wraps of Cosmic Madness,B,3
393,3,39,,16570,251785,Void-Reaper's Libram,C,3
398,3,39,,17046,251784,Sylvan Wakrapuku,D,3
394,3,39,,16952,251786,Ever-Collapsing Void Fissure,C,4
399,3,39,,18400,251783,Lost Idol of the Hash'ey,D,4
169,3,41,,864,249810,Shadow of the Empyrean Requiem,B,0
178,3,41,,333,250223,Soulcatcher's Charm,D,0
166,3,41,,149,250144,Emberwing Feather,A,0
171,3,41,,9102,50259,Nevermelting Ice Crystal,C,0
164,3,41,,29,249343,Gaze of the Alnseer,S,0
165,3,41,,165,249346,Vaelgor's Final Stare,S,1
170,3,41,,1335,250258,Vessel of Tortured Souls,B,1
172,3,41,,5581,250257,Eye of the Drowning Void,C,1
167,3,41,,14,250256,Heart of Wind,A,1
179,3,41,,5750,250462,Forgotten Farstrider's Insignia,D,1
168,3,41,,334,249809,Locus-Walker's Ribbon,A,2
180,3,41,,31224,246305,Darkmoon Dominion: Blood,D,2
173,3,41,,1137,249808,Litany of Lightblind Wrath,C,2
174,3,41,,13390,151310,Reality Breacher,C,3
181,3,41,,31226,246306,Darkmoon Dominion: Rot,D,3
175,3,41,,31208,246304,Darkmoon Dominion: Hunt,C,4
182,3,41,,31233,246307,Darkmoon Dominion: Void,D,4
176,3,41,,31234,241340,Magister's Alchemist Stone,C,5
177,3,41,,5836,249340,Wraps of Cosmic Madness,C,6
2421,7,1,,5789,249805,Undreamt God's Oozing Vestige,A,0
2418,7,1,,29,249343,Gaze of the Alnseer,S,0
2427,7,1,,1335,250258,Vessel of Tortured Souls,B,0
2435,7,1,,5727,250226,Latch's Crooked Hook,C,0
2428,7,1,,5658,250241,Mark of Light,B,1
2419,7,1,,2570,249342,Heart of Ancient Hunger,S,1
2422,7,1,,485,249806,Radiant Plume,A,1
2436,7,1,,14807,193719,Dragon Games Equipment,C,1
2423,7,1,,1349,260235,Umbral Plume,A,2
2420,7,1,,30,249344,Light Company Guidon,S,2
2437,7,1,,2017,151307,Void Stalker's Contract,C,2
2429,7,1,,5733,250227,Kroluk's Warbanner,B,2
2438,7,1,,5703,250245,Tumor of the Swarm,C,3
2424,7,1,,14,250256,Heart of Wind,A,3
2430,7,1,,15,252420,Solarflare Prism,B,3
2431,7,1,,2059,249339,Gloom-Spattered Dreadscale,B,4
2439,7,1,,2016,151312,Ampoule of Pure Void,C,4
2425,7,1,,59,193701,Algeth'ar Puzzle Box,A,4
2440,7,1,,5615,250243,Manaheart's Binding Flame,C,5
2426,7,1,,5893,249807,The Eternal Egg,A,5
2432,7,1,,5575,250242,Jelly Replicator,B,5
2433,7,1,,9091,252421,Rotting Globule,B,6
2434,7,1,,12027,252418,Solar Core Igniter,B,7
1479,7,2,,29,249343,Gaze of the Alnseer,S,0
1496,7,2,,5727,250226,Latch's Crooked Hook,C,0
1488,7,2,,1335,250258,Vessel of Tortured Souls,B,0
1482,7,2,,5789,249805,Undreamt God's Oozing Vestige,A,0
1497,7,2,,14807,193719,Dragon Games Equipment,C,1
1489,7,2,,5658,250241,Mark of Light,B,1
1483,7,2,,485,249806,Radiant Plume,A,1
1480,7,2,,2570,249342,Heart of Ancient Hunger,S,1
1490,7,2,,5733,250227,Kroluk's Warbanner,B,2
1484,7,2,,1349,260235,Umbral Plume,A,2
1481,7,2,,30,249344,Light Company Guidon,S,2
1498,7,2,,2017,151307,Void Stalker's Contract,C,2
1491,7,2,,15,252420,Solarflare Prism,B,3
1485,7,2,,14,250256,Heart of Wind,A,3
1499,7,2,,5703,250245,Tumor of the Swarm,C,3
1486,7,2,,59,193701,Algeth'ar Puzzle Box,A,4
1492,7,2,,2059,249339,Gloom-Spattered Dreadscale,B,4
1500,7,2,,2016,151312,Ampoule of Pure Void,C,4
1501,7,2,,5615,250243,Manaheart's Binding Flame,C,5
1493,7,2,,5575,250242,Jelly Replicator,B,5
1487,7,2,,5893,249807,The Eternal Egg,A,5
1494,7,2,,9091,252421,Rotting Globule,B,6
1495,7,2,,12027,252418,Solar Core Igniter,B,7
1226,7,3,,5575,250242,Jelly Replicator,D,0
1218,7,3,,18400,251783,Lost Idol of the Hash'ey,C,0
1196,7,3,,485,249806,Radiant Plume,S,0
1207,7,3,,17046,251784,Sylvan Wakrapuku,B,0
1200,7,3,,2017,151307,Void Stalker's Contract,A,0
1219,7,3,,31226,246306,Darkmoon Dominion: Rot,C,1
1201,7,3,,2059,249339,Gloom-Spattered Dreadscale,A,1
1197,7,3,,1349,260235,Umbral Plume,S,1
1227,7,3,,14,250256,Heart of Wind,D,1
1208,7,3,,5733,250227,Kroluk's Warbanner,B,1
1202,7,3,,5727,250226,Latch's Crooked Hook,A,2
1228,7,3,,17009,251787,Sealed Chaos Urn,D,2
1198,7,3,,29,249343,Gaze of the Alnseer,S,2
1209,7,3,,16570,251785,Void-Reaper's Libram,B,2
1220,7,3,,18474,251791,Holy Retributor's Order,C,2
1199,7,3,,5877,249345,Ranger-Captain's Iridescent Insignia,S,3
1229,7,3,,31224,246305,Darkmoon Dominion: Blood,D,3
1210,7,3,,1335,250258,Vessel of Tortured Souls,B,3
1203,7,3,,15,252420,Solarflare Prism,A,3
1221,7,3,,30,249344,Light Company Guidon,C,3
1211,7,3,,5581,250257,Eye of the Drowning Void,B,4
1204,7,3,,5789,249805,Undreamt God's Oozing Vestige,A,4
1222,7,3,,30467,264694,Ultradon Cuirass,C,4
1223,7,3,,149,250144,Emberwing Feather,C,5
1205,7,3,,2016,151312,Ampoule of Pure Void,A,5
1212,7,3,,59,193701,Algeth'ar Puzzle Box,B,5
1224,7,3,,31208,246304,Darkmoon Dominion: Hunt,C,6
1206,7,3,,9091,252421,Rotting Globule,A,6
1213,7,3,,16482,251792,Glorious Crusader's Keepsake,B,6
1225,7,3,,5893,249807,The Eternal Egg,C,7
1214,7,3,,17352,251790,Desecrated Chalice,B,7
1215,7,3,,31233,246307,Darkmoon Dominion: Void,B,8
1216,7,3,,31234,241340,Magister's Alchemist Stone,B,9
1217,7,3,,12027,252418,Solar Core Igniter,B,10
479,7,4,,12027,252418,Solar Core Igniter,B,0
487,7,4,,2016,151312,Ampoule of Pure Void,C,0
468,7,4,,29,249343,Gaze of the Alnseer,S,0
472,7,4,,5893,249807,The Eternal Egg,A,0
480,7,4,,5703,250245,Tumor of the Swarm,B,1
473,7,4,,2059,249339,Gloom-Spattered Dreadscale,A,1
488,7,4,,5733,250227,Kroluk's Warbanner,C,1
469,7,4,,59,193701,Algeth'ar Puzzle Box,S,1
489,7,4,,5727,250226,Latch's Crooked Hook,C,2
474,7,4,,149,250144,Emberwing Feather,A,2
470,7,4,,485,249806,Radiant Plume,S,2
481,7,4,,5615,250243,Manaheart's Binding Flame,B,2
490,7,4,,2017,151307,Void Stalker's Contract,C,3
482,7,4,,5575,250242,Jelly Replicator,B,3
475,7,4,,5789,249805,Undreamt God's Oozing Vestige,A,3
471,7,4,,1349,260235,Umbral Plume,S,3
483,7,4,,5581,250257,Eye of the Drowning Void,B,4
476,7,4,,30,249344,Light Company Guidon,A,4
484,7,4,,1335,250258,Vessel of Tortured Souls,B,5
477,7,4,,15,252420,Solarflare Prism,A,5
485,7,4,,5877,249345,Ranger-Captain's Iridescent Insignia,B,6
478,7,4,,14,250256,Heart of Wind,A,6
486,7,4,,9091,252421,Rotting Globule,B,7
286,7,5,,29,249343,Gaze of the Alnseer,S,0
288,7,5,,15,252420,Solarflare Prism,A,0
301,7,5,,18400,251783,Lost Idol of the Hash'ey,C,0
293,7,5,,1335,250258,Vessel of Tortured Souls,B,0
311,7,5,,5575,250242,Jelly Replicator,D,0
312,7,5,,5727,250226,Latch's Crooked Hook,D,1
289,7,5,,1349,260235,Umbral Plume,A,1
302,7,5,,149,250144,Emberwing Feather,C,1
294,7,5,,14,250256,Heart of Wind,B,1
287,7,5,,30,249344,Light Company Guidon,S,1
313,7,5,,2017,151307,Void Stalker's Contract,D,2
290,7,5,,2059,249339,Gloom-Spattered Dreadscale,A,2
303,7,5,,5581,250257,Eye of the Drowning Void,C,2
295,7,5,,30467,264694,Ultradon Cuirass,B,2
304,7,5,,5893,249807,The Eternal Egg,C,3
296,7,5,,9091,252421,Rotting Globule,B,3
314,7,5,,17352,251790,Desecrated Chalice,D,3
291,7,5,,16759,251782,Withered Saptor's Paw,A,3
292,7,5,,16482,251792,Glorious Crusader's Keepsake,A,4
297,7,5,,5877,249345,Ranger-Captain's Iridescent Insignia,B,4
315,7,5,,17009,251787,Sealed Chaos Urn,D,4
305,7,5,,16570,251785,Void-Reaper's Libram,C,4
306,7,5,,485,249806,Radiant Plume,C,5
298,7,5,,5789,249805,Undreamt God's Oozing Vestige,B,5
307,7,5,,18474,251791,Holy Retributor's Order,C,6
299,7,5,,59,193701,Algeth'ar Puzzle Box,B,6
300,7,5,,12027,252418,Solar Core Igniter,B,7
308,7,5,,2016,151312,Ampoule of Pure Void,C,7
309,7,5,,5733,250227,Kroluk's Warbanner,C,8
310,7,5,,17046,251784,Sylvan Wakrapuku,C,9
22,7,6,,1349,260235,Umbral Plume,A,0
27,7,6,,31208,246304,Darkmoon Dominion: Hunt,B,0
35,7,6,,5658,250241,Mark of Light,C,0
