id,source_id,spec_id,hero_talent_id,slot,item_id,priority
6390,8,38,,back,50,1
6391,8,38,,chest,856,1
6392,8,38,,wrist,857,1
6393,8,38,,hands,858,1
6394,8,38,,waist,859,1
6395,8,38,,legs,860,1
6396,8,38,,feet,861,1
6397,8,38,,ring_1,27,1
6398,8,38,,ring_2,863,1
6399,8,38,,trinket_1,864,1
6400,8,38,,trinket_2,333,1
6401,3,38,,main_hand,850,1
6402,3,38,,off_hand,851,1
6403,3,38,,head,852,1
6404,3,38,,neck,853,1
6405,3,38,,shoulder,854,1
6406,3,38,,back,50,1
6407,3,38,,chest,856,1
6408,3,38,,wrist,857,1
6409,3,38,,hands,858,1
6410,3,38,,waist,859,1
6411,3,38,,legs,860,1
6412,3,38,,feet,861,1
6413,3,38,,ring_1,27,1
6414,3,38,,ring_2,863,1
6415,3,38,,trinket_1,864,1
6416,3,38,,trinket_2,333,1
6417,2,38,75,waist,859,1
6418,2,38,75,back,5,1
6419,2,38,75,chest,856,1
6420,2,38,75,feet,861,1
6421,2,38,75,hands,858,1
6422,2,38,75,head,903,1
6423,2,38,75,legs,860,1
6424,2,38,75,neck,278,1
6425,2,38,75,ring_1,12,1
6426,2,38,75,ring_2,12,1
6427,2,38,75,shoulder,854,1
6428,2,38,75,trinket_1,14,1
6429,2,38,75,trinket_2,14,1
6430,2,38,75,main_hand,380,1
6431,2,38,75,wrist,857,1
6432,2,38,76,waist,859,1
6433,2,38,76,back,5,1
6434,2,38,76,chest,856,1
6435,2,38,76,feet,861,1
6436,2,38,76,hands,858,1
6437,2,38,76,head,903,1
6438,2,38,76,legs,860,1
6439,2,38,76,neck,278,1
6440,2,38,76,ring_1,12,1
6441,2,38,76,ring_2,12,1
6442,2,38,76,shoulder,854,1
6443,2,38,76,trinket_1,14,1
6444,2,38,76,trinket_2,14,1
6445,2,38,76,main_hand,380,1
6446,2,38,76,wrist,857,1
6447,1,38,75,waist,859,1
6448,1,38,75,back,899,1
6449,1,38,75,chest,856,1
6450,1,38,75,feet,861,1
6451,1,38,75,hands,858,1
6452,1,38,75,head,903,1
6453,1,38,75,legs,860,1
6454,1,38,75,neck,294,1
6455,1,38,75,ring_1,12,1
6456,1,38,75,ring_2,12,1
6457,1,38,75,shoulder,854,1
6458,1,38,75,trinket_1,299,1
6459,1,38,75,trinket_2,299,1
6460,1,38,75,main_hand,380,1
6461,1,38,75,wrist,857,1
6462,1,38,76,waist,859,1
6463,1,38,76,back,899,1
6464,1,38,76,chest,856,1
6465,1,38,76,feet,861,1
6466,1,38,76,hands,858,1
6467,1,38,76,head,903,1
6468,1,38,76,legs,860,1
6469,1,38,76,neck,294,1
6470,1,38,76,ring_1,12,1
6471,1,38,76,ring_2,12,1
6472,1,38,76,shoulder,854,1
6473,1,38,76,trinket_1,299,1
6474,1,38,76,trinket_2,299,1
6475,1,38,76,main_hand,380,1
6476,1,38,76,wrist,857,1
6477,7,38,,main_hand,850,1
6478,7,38,,off_hand,851,1
6479,7,38,,head,852,1
6480,7,38,,neck,853,1
6481,7,38,,shoulder,854,1
6482,7,38,,back,50,1
6483,7,38,,chest,856,1
6484,7,38,,wrist,857,1
6485,7,38,,hands,858,1
6486,7,38,,waist,859,1
6487,7,38,,legs,860,1
6488,7,38,,feet,861,1
6489,7,38,,ring_1,27,1
6490,7,38,,ring_2,863,1
6491,7,38,,trinket_1,864,1
6492,7,38,,trinket_2,333,1
6493,6,38,76,waist,859,1
6494,6,38,76,back,5,1
6495,6,38,76,chest,856,1
6496,6,38,76,feet,861,1
6497,6,38,76,hands,858,1
6498,6,38,76,head,903,1
6499,6,38,76,legs,860,1
6500,6,38,76,neck,294,1
6501,6,38,76,ring_1,12,1
6502,6,38,76,ring_2,12,1
6503,6,38,76,shoulder,854,1
6504,6,38,76,trinket_1,299,1
6505,6,38,76,trinket_2,299,1
6506,6,38,76,main_hand,380,1
6507,6,38,76,wrist,857,1
6508,6,38,75,waist,859,1
6509,6,38,75,back,5,1
6510,6,38,75,chest,856,1
6511,6,38,75,feet,861,1
6512,6,38,75,hands,858,1
6513,6,38,75,head,903,1
6514,6,38,75,legs,860,1
6515,6,38,75,neck,294,1
6516,6,38,75,ring_1,12,1
6517,6,38,75,ring_2,12,1
6518,6,38,75,shoulder,854,1
6519,6,38,75,trinket_1,299,1
6520,6,38,75,trinket_2,299,1
6521,6,38,75,main_hand,380,1
6522,6,38,75,wrist,857,1
6523,8,37,,main_hand,335,1
6524,8,37,,off_hand,851,1
6525,8,37,,head,903,1
6526,8,37,,neck,48,1
6527,8,37,,shoulder,854,1
6528,8,37,,back,50,1
6529,8,37,,chest,856,1
6530,8,37,,wrist,857,1
6531,8,37,,hands,921,1
6532,8,37,,waist,859,1
6533,8,37,,legs,860,1
6534,8,37,,feet,924,1
6535,8,37,,ring_1,12,1
6536,8,37,,ring_2,13,1
6537,8,37,,trinket_1,149,1
6538,8,37,,trinket_2,334,1
6539,7,37,,main_hand,335,1
6540,7,37,,off_hand,851,1
6541,7,37,,head,903,1
6542,7,37,,neck,48,1
6543,7,37,,shoulder,854,1
6544,7,37,,back,50,1
6545,7,37,,chest,856,1
6546,7,37,,wrist,857,1
6547,7,37,,hands,921,1
6548,7,37,,waist,859,1
6549,7,37,,legs,860,1
6550,7,37,,feet,924,1
6551,7,37,,ring_1,27,1
6552,7,37,,ring_2,27,1
6553,7,37,,trinket_1,334,1
6554,7,37,,trinket_2,165,1
6555,6,37,73,waist,859,1
6556,6,37,73,back,899,1
6557,6,37,73,chest,856,1
6558,6,37,73,feet,964,1
6559,6,37,73,hands,858,1
6560,6,37,73,head,903,1
6561,6,37,73,legs,860,1
6562,6,37,73,neck,294,1
6563,6,37,73,ring_1,12,1
6564,6,37,73,ring_2,12,1
6565,6,37,73,shoulder,854,1
6566,6,37,73,trinket_1,299,1
6567,6,37,73,trinket_2,299,1
6568,6,37,73,main_hand,380,1
6569,6,37,73,wrist,857,1
6570,6,37,74,waist,859,1
6571,6,37,74,back,899,1
6572,6,37,74,chest,856,1
6573,6,37,74,feet,964,1
6574,6,37,74,hands,858,1
6575,6,37,74,head,903,1
6576,6,37,74,legs,860,1
6577,6,37,74,neck,294,1
6578,6,37,74,ring_1,12,1
6579,6,37,74,ring_2,12,1
6580,6,37,74,shoulder,854,1
6581,6,37,74,trinket_1,299,1
6582,6,37,74,trinket_2,299,1
6583,6,37,74,main_hand,380,1
6584,6,37,74,wrist,857,1
6585,2,37,73,waist,859,1
6586,2,37,73,back,5,1
6587,2,37,73,chest,856,1
6588,2,37,73,feet,994,1
6589,2,37,73,hands,858,1
6590,2,37,73,head,903,1
6591,2,37,73,legs,860,1
6592,2,37,73,neck,278,1
6593,2,37,73,ring_1,12,1
6594,2,37,73,ring_2,12,1
6595,2,37,73,shoulder,854,1
6596,2,37,73,trinket_1,149,1
6597,2,37,73,trinket_2,299,1
6598,2,37,73,main_hand,380,1
6599,2,37,73,wrist,857,1
6600,2,37,74,waist,859,1
6601,2,37,74,back,5,1
6602,2,37,74,chest,856,1
6603,2,37,74,feet,994,1
6604,2,37,74,hands,858,1
6605,2,37,74,head,903,1
6606,2,37,74,legs,860,1
6607,2,37,74,neck,278,1
6608,2,37,74,ring_1,12,1
6609,2,37,74,ring_2,12,1
6610,2,37,74,shoulder,854,1
6611,2,37,74,trinket_1,149,1
6612,2,37,74,trinket_2,299,1
6613,2,37,74,main_hand,380,1
6614,2,37,74,wrist,857,1
6615,1,37,73,waist,859,1
6616,1,37,73,back,899,1
6617,1,37,73,chest,856,1
6618,1,37,73,feet,964,1
6619,1,37,73,hands,858,1
6620,1,37,73,head,903,1
6621,1,37,73,legs,860,1
6622,1,37,73,neck,294,1
6623,1,37,73,ring_1,12,1
6624,1,37,73,ring_2,12,1
6625,1,37,73,shoulder,854,1
6626,1,37,73,trinket_1,299,1
6627,1,37,73,trinket_2,299,1
6628,1,37,73,main_hand,380,1
6629,1,37,73,wrist,857,1
6630,1,37,74,waist,859,1
6631,1,37,74,back,899,1
6632,1,37,74,chest,856,1
6633,1,37,74,feet,964,1
6634,1,37,74,hands,858,1
6635,1,37,74,head,903,1
6636,1,37,74,legs,860,1
6637,1,37,74,neck,294,1
6638,1,37,74,ring_1,12,1
6639,1,37,74,ring_2,12,1
6640,1,37,74,shoulder,854,1
6641,1,37,74,trinket_1,299,1
6642,1,37,74,trinket_2,299,1
6643,1,37,74,main_hand,380,1
6644,1,37,74,wrist,857,1
6645,3,37,,main_hand,335,1
6646,3,37,,off_hand,851,1
6647,3,37,,head,903,1
6648,3,37,,neck,48,1
6649,3,37,,shoulder,854,1
6650,3,37,,back,50,1
6651,3,37,,chest,856,1
6652,3,37,,wrist,857,1
6653,3,37,,hands,921,1
6654,3,37,,waist,859,1
6655,3,37,,legs,860,1
6656,3,37,,feet,924,1
6657,3,37,,ring_1,58,1
6658,3,37,,ring_2,27,1
6659,3,37,,trinket_1,165,1
6660,3,37,,trinket_2,334,1
6661,8,12,,head,1051,1
6662,8,12,,ring_1,469,1
6663,8,12,,neck,48,1
6664,8,12,,shoulder,854,1
6665,8,12,,back,1055,1
6666,8,12,,chest,856,1
6667,8,12,,wrist,1057,1
6668,8,12,,hands,858,1
6669,8,12,,waist,1059,1
6670,8,12,,legs,860,1
6671,8,12,,feet,1061,1
6672,8,12,,ring_2,57,1
6673,8,12,,trinket_1,165,1
6674,8,12,,trinket_2,334,1
6675,8,12,,main_hand,319,1
6676,7,12,,head,1051,1
6677,7,12,,ring_1,27,1
6678,7,12,,neck,48,1
6679,7,12,,shoulder,854,1
6680,7,12,,back,1055,1
6681,7,12,,chest,856,1
6682,7,12,,wrist,1057,1
6683,7,12,,hands,858,1
6684,7,12,,waist,1059,1
6685,7,12,,legs,860,1
6686,7,12,,feet,1061,1
6687,7,12,,ring_2,147,1
6688,7,12,,trinket_1,165,1
6689,7,12,,trinket_2,334,1
6690,7,12,,main_hand,1080,1
6691,3,12,,head,1051,1
6692,3,12,,ring_1,27,1
6693,3,12,,neck,48,1
6694,3,12,,shoulder,854,1
6695,3,12,,back,1055,1
6696,3,12,,chest,856,1
6697,3,12,,wrist,1057,1
6698,3,12,,hands,858,1
6699,3,12,,waist,1059,1
6700,3,12,,legs,860,1
6701,3,12,,feet,1061,1
6702,3,12,,ring_2,147,1
6703,3,12,,trinket_1,165,1
6704,3,12,,trinket_2,334,1
6705,3,12,,main_hand,1080,1
6706,6,12,23,waist,1096,1
6707,6,12,23,back,368,1
6708,6,12,23,chest,856,1
6709,6,12,23,feet,1061,1
6710,6,12,23,hands,858,1
6711,6,12,23,head,903,1
6712,6,12,23,legs,860,1
6713,6,12,23,neck,294,1
6714,6,12,23,ring_1,469,1
6715,6,12,23,ring_2,469,1
6716,6,12,23,shoulder,854,1
6717,6,12,23,trinket_1,299,1
6718,6,12,23,trinket_2,299,1
6719,6,12,23,main_hand,380,1
6720,6,12,23,wrist,1057,1
6721,6,12,24,waist,1096,1
6722,6,12,24,back,368,1
6723,6,12,24,chest,856,1
6724,6,12,24,feet,1061,1
6725,6,12,24,hands,858,1
6726,6,12,24,head,903,1
6727,6,12,24,legs,860,1
6728,6,12,24,neck,294,1
6729,6,12,24,ring_1,469,1
6730,6,12,24,ring_2,469,1
6731,6,12,24,shoulder,854,1
6732,6,12,24,trinket_1,299,1
6733,6,12,24,trinket_2,299,1
6734,6,12,24,main_hand,380,1
6735,6,12,24,wrist,1057,1
6736,2,12,23,waist,1096,1
6737,2,12,23,back,1127,1
6738,2,12,23,chest,856,1
6739,2,12,23,feet,1061,1
6740,2,12,23,hands,858,1
6741,2,12,23,head,903,1
6742,2,12,23,legs,860,1
6743,2,12,23,neck,278,1
6744,2,12,23,ring_1,13,1
6745,2,12,23,ring_2,13,1
6746,2,12,23,shoulder,854,1
6747,2,12,23,trinket_1,1137,1
6748,2,12,23,trinket_2,1137,1
6749,2,12,23,main_hand,380,1
6750,2,12,23,wrist,1057,1
6751,2,12,24,waist,1096,1
6752,2,12,24,back,1127,1
6753,2,12,24,chest,856,1
6754,2,12,24,feet,1061,1
6755,2,12,24,hands,858,1
6756,2,12,24,head,903,1
6757,2,12,24,legs,860,1
6758,2,12,24,neck,278,1
6759,2,12,24,ring_1,13,1
6760,2,12,24,ring_2,13,1
6761,2,12,24,shoulder,854,1
6762,2,12,24,trinket_1,1137,1
6763,2,12,24,trinket_2,1137,1
6764,2,12,24,main_hand,380,1
6765,2,12,24,wrist,1057,1
6766,1,12,23,waist,1096,1
6767,1,12,23,back,368,1
6768,1,12,23,chest,856,1
6769,1,12,23,feet,1061,1
6770,1,12,23,hands,858,1
6771,1,12,23,head,903,1
6772,1,12,23,legs,860,1
6773,1,12,23,neck,294,1
6774,1,12,23,ring_1,13,1
6775,1,12,23,ring_2,469,1
6776,1,12,23,shoulder,854,1
6777,1,12,23,trinket_1,299,1
6778,1,12,23,trinket_2,299,1
6779,1,12,23,main_hand,380,1
6780,1,12,23,wrist,1057,1
6781,1,12,24,waist,1096,1
6782,1,12,24,back,368,1
6783,1,12,24,chest,856,1
6784,1,12,24,feet,1061,1
6785,1,12,24,hands,858,1
6786,1,12,24,head,903,1
6787,1,12,24,legs,860,1
6788,1,12,24,neck,294,1
6789,1,12,24,ring_1,13,1
6790,1,12,24,ring_2,469,1
6791,1,12,24,shoulder,854,1
6792,1,12,24,trinket_1,299,1
6793,1,12,24,trinket_2,299,1
6794,1,12,24,main_hand,380,1
6795,1,12,24,wrist,1057,1
6796,8,35,,main_hand,1186,1
6797,8,35,,head,1187,1
6798,8,35,,neck,48,1
6799,8,35,,shoulder,1189,1
6800,8,35,,back,398,1
6801,8,35,,chest,1191,1
6802,8,35,,wrist,1192,1
6803,8,35,,hands,1193,1
6804,8,35,,waist,1194,1
6805,8,35,,legs,1195,1
6806,8,35,,feet,1196,1
6807,8,35,,ring_1,27,1
6808,8,35,,ring_2,147,1
6809,8,35,,trinket_1,59,1
6810,8,35,,trinket_2,15,1
6811,7,35,,main_hand,1186,1
6812,7,35,,head,1187,1
6813,7,35,,neck,48,1
6814,7,35,,shoulder,1189,1
6815,7,35,,back,398,1
6816,7,35,,chest,1191,1
6817,7,35,,wrist,1192,1
6818,7,35,,hands,1193,1
6819,7,35,,waist,1194,1
6820,7,35,,legs,1195,1
6821,7,35,,feet,1196,1
6822,7,35,,ring_1,27,1
6823,7,35,,ring_2,147,1
6824,7,35,,trinket_1,485,1
6825,7,35,,trinket_2,29,1
6826,6,35,69,waist,1194,1
6827,6,35,69,back,398,1
6828,6,35,69,chest,1191,1
6829,6,35,69,feet,1196,1
6830,6,35,69,hands,1193,1
6831,6,35,69,head,1187,1
6832,6,35,69,legs,1195,1
6833,6,35,69,neck,294,1
6834,6,35,69,ring_1,57,1
6835,6,35,69,ring_2,57,1
6836,6,35,69,shoulder,1241,1
6837,6,35,69,trinket_1,59,1
6838,6,35,69,trinket_2,59,1
6839,6,35,69,main_hand,1244,1
6840,6,35,69,wrist,1245,1
6841,6,35,70,waist,1194,1
6842,6,35,70,back,398,1
6843,6,35,70,chest,1191,1
6844,6,35,70,feet,1196,1
6845,6,35,70,hands,1193,1
6846,6,35,70,head,1187,1
6847,6,35,70,legs,1195,1
6848,6,35,70,neck,294,1
6849,6,35,70,ring_1,57,1
6850,6,35,70,ring_2,57,1
6851,6,35,70,shoulder,1241,1
6852,6,35,70,trinket_1,59,1
6853,6,35,70,trinket_2,59,1
6854,6,35,70,main_hand,1244,1
6855,6,35,70,wrist,1245,1
6856,2,35,69,waist,1194,1
6857,2,35,69,back,398,1
6858,2,35,69,chest,1191,1
6859,2,35,69,feet,1196,1
6860,2,35,69,hands,1193,1
6861,2,35,69,head,1187,1
6862,2,35,69,legs,1195,1
6863,2,35,69,neck,278,1
6864,2,35,69,ring_1,57,1
6865,2,35,69,ring_2,57,1
6866,2,35,69,shoulder,1241,1
6867,2,35,69,trinket_1,59,1
6868,2,35,69,trinket_2,59,1
6869,2,35,69,main_hand,1244,1
6870,2,35,69,wrist,1057,1
6871,2,35,70,waist,1194,1
6872,2,35,70,back,398,1
6873,2,35,70,chest,1191,1
6874,2,35,70,feet,1196,1
6875,2,35,70,hands,1193,1
6876,2,35,70,head,1187,1
6877,2,35,70,legs,1195,1
6878,2,35,70,neck,278,1
6879,2,35,70,ring_1,57,1
6880,2,35,70,ring_2,57,1
6881,2,35,70,shoulder,1241,1
6882,2,35,70,trinket_1,59,1
6883,2,35,70,trinket_2,59,1
6884,2,35,70,main_hand,1244,1
6885,2,35,70,wrist,1057,1
6886,1,35,69,waist,1194,1
6887,1,35,69,back,398,1
6888,1,35,69,chest,1191,1
6889,1,35,69,feet,1196,1
6890,1,35,69,hands,1193,1
6891,1,35,69,head,1187,1
6892,1,35,69,legs,1195,1
6893,1,35,69,neck,294,1
6894,1,35,69,ring_1,57,1
6895,1,35,69,ring_2,57,1
6896,1,35,69,shoulder,1241,1
6897,1,35,69,trinket_1,59,1
6898,1,35,69,trinket_2,59,1
6899,1,35,69,main_hand,1244,1
6900,1,35,69,wrist,1245,1
6901,1,35,70,waist,1194,1
6902,1,35,70,back,398,1
6903,1,35,70,chest,1191,1
6904,1,35,70,feet,1196,1
6905,1,35,70,hands,1193,1
6906,1,35,70,head,1187,1
6907,1,35,70,legs,1195,1
6908,1,35,70,neck,294,1
6909,1,35,70,ring_1,57,1
6910,1,35,70,ring_2,57,1
6911,1,35,70,shoulder,1241,1
6912,1,35,70,trinket_1,59,1
6913,1,35,70,trinket_2,59,1
6914,1,35,70,main_hand,1244,1
6915,1,35,70,wrist,1245,1
6916,3,35,,main_hand,1186,1
6917,3,35,,head,1187,1
6918,3,35,,neck,48,1
6919,3,35,,shoulder,1189,1
6920,3,35,,back,398,1
6921,3,35,,chest,1191,1
6922,3,35,,wrist,1192,1
6923,3,35,,hands,1193,1
6924,3,35,,waist,1194,1
6925,3,35,,legs,1195,1
6926,3,35,,feet,1196,1
6927,3,35,,ring_1,27,1
6928,3,35,,ring_2,147,1
6929,3,35,,trinket_1,485,1
6930,3,35,,trinket_2,59,1
6931,8,36,,main_hand,1321,1
6932,8,36,,head,1187,1
6933,8,36,,neck,48,1
6934,8,36,,shoulder,1189,1
6935,8,36,,back,1325,1
6936,8,36,,chest,1191,1
6937,8,36,,wrist,1245,1
6938,8,36,,hands,1193,1
6939,8,36,,waist,1194,1
6940,8,36,,legs,1195,1
6941,8,36,,feet,1196,1
6942,8,36,,ring_1,58,1
6943,8,36,,ring_2,1333,1
6944,8,36,,trinket_1,59,1
6945,8,36,,trinket_2,1335,1
6946,7,36,,main_hand,1321,1
6947,7,36,,head,1187,1
6948,7,36,,neck,48,1
6949,7,36,,shoulder,1189,1
6950,7,36,,back,1325,1
6951,7,36,,chest,1191,1
6952,7,36,,wrist,1245,1
6953,7,36,,hands,1193,1
6954,7,36,,waist,1194,1
6955,7,36,,legs,1195,1
6956,7,36,,feet,1196,1
6957,7,36,,ring_1,58,1
6958,7,36,,ring_2,1333,1
6959,7,36,,trinket_1,1349,1
6960,7,36,,trinket_2,1349,1
6961,3,36,,main_hand,1321,1
6962,3,36,,head,1187,1
6963,3,36,,neck,48,1
6964,3,36,,shoulder,1189,1
6965,3,36,,back,1325,1
6966,3,36,,chest,1191,1
6967,3,36,,wrist,1245,1
6968,3,36,,hands,1193,1
6969,3,36,,waist,1194,1
6970,3,36,,legs,1195,1
6971,3,36,,feet,1196,1
6972,3,36,,ring_1,58,1
6973,3,36,,ring_2,1333,1
6974,3,36,,trinket_1,59,1
6975,3,36,,trinket_2,1349,1
6976,6,36,71,waist,1194,1
6977,6,36,71,back,398,1
6978,6,36,71,chest,1191,1
6979,6,36,71,feet,1196,1
6980,6,36,71,hands,1193,1
6981,6,36,71,head,1187,1
6982,6,36,71,legs,1195,1
6983,6,36,71,neck,278,1
6984,6,36,71,ring_1,57,1
6985,6,36,71,ring_2,57,1
6986,6,36,71,shoulder,1241,1
6987,6,36,71,trinket_1,59,1
6988,6,36,71,trinket_2,59,1
6989,6,36,71,main_hand,1244,1
6990,6,36,71,wrist,1245,1
6991,2,36,71,waist,1194,1
6992,2,36,71,back,398,1
6993,2,36,71,chest,1191,1
6994,2,36,71,feet,1196,1
6995,2,36,71,hands,1193,1
6996,2,36,71,head,1187,1
6997,2,36,71,legs,1195,1
6998,2,36,71,neck,278,1
6999,2,36,71,ring_1,57,1
7000,2,36,71,ring_2,57,1
7001,2,36,71,shoulder,1241,1
7002,2,36,71,trinket_1,59,1
7003,2,36,71,trinket_2,59,1
7004,2,36,71,main_hand,1244,1
7005,2,36,71,wrist,1245,1
7006,2,36,72,waist,1194,1
7007,2,36,72,back,398,1
7008,2,36,72,chest,1191,1
7009,2,36,72,feet,1196,1
7010,2,36,72,hands,1193,1
7011,2,36,72,head,1187,1
7012,2,36,72,legs,1195,1
7013,2,36,72,neck,278,1
7014,2,36,72,ring_1,57,1
7015,2,36,72,ring_2,57,1
7016,2,36,72,shoulder,1241,1
7017,2,36,72,trinket_1,59,1
7018,2,36,72,trinket_2,59,1
7019,2,36,72,main_hand,1244,1
7020,2,36,72,wrist,1245,1
7021,1,36,71,waist,1194,1
7022,1,36,71,back,398,1
7023,1,36,71,chest,1191,1
7024,1,36,71,feet,1196,1
7025,1,36,71,hands,1193,1
7026,1,36,71,head,1187,1
7027,1,36,71,legs,1195,1
7028,1,36,71,neck,278,1
7029,1,36,71,ring_1,57,1
7030,1,36,71,ring_2,57,1
7031,1,36,71,shoulder,1241,1
7032,1,36,71,trinket_1,59,1
7033,1,36,71,trinket_2,59,1
7034,1,36,71,main_hand,1244,1
7035,1,36,71,wrist,1245,1
7036,1,36,72,waist,1194,1
7037,1,36,72,back,398,1
7038,1,36,72,chest,1191,1
7039,1,36,72,feet,1196,1
7040,1,36,72,hands,1193,1
7041,1,36,72,head,1187,1
7042,1,36,72,legs,1195,1
7043,1,36,72,neck,278,1
7044,1,36,72,ring_1,57,1
7045,1,36,72,ring_2,57,1
7046,1,36,72,shoulder,1241,1
7047,1,36,72,trinket_1,59,1
7048,1,36,72,trinket_2,59,1
7049,1,36,72,main_hand,1244,1
7050,1,36,72,wrist,1245,1
7051,6,36,72,waist,1194,1
7052,6,36,72,back,398,1
7053,6,36,72,chest,1191,1
7054,6,36,72,feet,1196,1
7055,6,36,72,hands,1193,1
7056,6,36,72,head,1187,1
7057,6,36,72,legs,1195,1
7058,6,36,72,neck,278,1
7059,6,36,72,ring_1,57,1
7060,6,36,72,ring_2,57,1
7061,6,36,72,shoulder,1241,1
7062,6,36,72,trinket_1,59,1
7063,6,36,72,trinket_2,59,1
7064,6,36,72,main_hand,1244,1
7065,6,36,72,wrist,1245,1
7066,8,22,,main_hand,457,1
7067,8,22,,head,1187,1
7068,8,22,,neck,48,1
7069,8,22,,shoulder,1189,1
7070,8,22,,back,140,1
7071,8,22,,chest,1191,1
7072,8,22,,wrist,1245,1
7073,8,22,,hands,1193,1
7074,8,22,,waist,1096,1
7075,8,22,,legs,1195,1
7076,8,22,,feet,1466,1
7077,8,22,,ring_1,13,1
7078,8,22,,ring_2,12,1
7079,8,22,,trinket_1,59,1
7080,8,22,,trinket_2,485,1
7081,7,22,,main_hand,472,1
7082,7,22,,head,1187,1
7083,7,22,,neck,48,1
7084,7,22,,shoulder,1189,1
7085,7,22,,back,140,1
7086,7,22,,chest,1191,1
7087,7,22,,wrist,1245,1
7088,7,22,,hands,1193,1
7089,7,22,,waist,1096,1
7090,7,22,,legs,1195,1
7091,7,22,,feet,1466,1
7092,7,22,,ring_1,13,1
7093,7,22,,ring_2,12,1
7094,7,22,,trinket_1,485,1
7095,7,22,,trinket_2,485,1
7096,3,22,,main_hand,457,1
7097,3,22,,head,1187,1
7098,3,22,,neck,48,1
7099,3,22,,shoulder,1189,1
7100,3,22,,back,140,1
7101,3,22,,chest,1191,1
7102,3,22,,wrist,1245,1
7103,3,22,,hands,1193,1
7104,3,22,,waist,1096,1
7105,3,22,,legs,1195,1
7106,3,22,,feet,1466,1
7107,3,22,,ring_1,13,1
7108,3,22,,ring_2,12,1
7109,3,22,,trinket_1,59,1
7110,3,22,,trinket_2,485,1
7111,6,22,43,waist,1501,1
7112,6,22,43,back,398,1
7113,6,22,43,chest,1191,1
7114,6,22,43,feet,1466,1
7115,6,22,43,hands,1193,1
7116,6,22,43,head,1187,1
7117,6,22,43,legs,1195,1
7118,6,22,43,neck,294,1
7119,6,22,43,ring_1,13,1
7120,6,22,43,ring_2,13,1
7121,6,22,43,shoulder,1241,1
7122,6,22,43,trinket_1,59,1
7123,6,22,43,trinket_2,59,1
7124,6,22,43,main_hand,1514,1
7125,6,22,43,wrist,1245,1
7126,6,22,44,waist,1501,1
7127,6,22,44,back,398,1
7128,6,22,44,chest,1191,1
7129,6,22,44,feet,1466,1
7130,6,22,44,hands,1193,1
7131,6,22,44,head,1187,1
7132,6,22,44,legs,1195,1
7133,6,22,44,neck,294,1
7134,6,22,44,ring_1,13,1
7135,6,22,44,ring_2,13,1
7136,6,22,44,shoulder,1241,1
7137,6,22,44,trinket_1,59,1
7138,6,22,44,trinket_2,59,1
7139,6,22,44,main_hand,1514,1
7140,6,22,44,wrist,1245,1
7141,2,22,43,waist,1194,1
7142,2,22,43,back,398,1
7143,2,22,43,chest,1191,1
7144,2,22,43,feet,1466,1
7145,2,22,43,hands,1193,1
7146,2,22,43,head,1187,1
7147,2,22,43,legs,1195,1
7148,2,22,43,neck,278,1
7149,2,22,43,ring_1,13,1
7150,2,22,43,ring_2,13,1
7151,2,22,43,shoulder,1241,1
7152,2,22,43,trinket_1,59,1
7153,2,22,43,trinket_2,59,1
7154,2,22,43,main_hand,1514,1
7155,2,22,43,off_hand,1545,1
7156,2,22,43,wrist,1245,1
7157,1,22,43,waist,1501,1
7158,1,22,43,back,398,1
7159,1,22,43,chest,1191,1
7160,1,22,43,feet,1466,1
7161,1,22,43,hands,1193,1
7162,1,22,43,head,1187,1
7163,1,22,43,legs,1195,1
7164,1,22,43,neck,294,1
7165,1,22,43,ring_1,13,1
7166,1,22,43,ring_2,13,1
7167,1,22,43,shoulder,1241,1
7168,1,22,43,trinket_1,59,1
7169,1,22,43,trinket_2,59,1
7170,1,22,43,main_hand,1514,1
7171,1,22,43,off_hand,1545,1
7172,1,22,43,wrist,1245,1
7173,1,22,44,waist,1501,1
7174,1,22,44,back,398,1
7175,1,22,44,chest,1191,1
7176,1,22,44,feet,1466,1
7177,1,22,44,hands,1193,1
7178,1,22,44,head,1187,1
7179,1,22,44,legs,1195,1
7180,1,22,44,neck,294,1
7181,1,22,44,ring_1,13,1
7182,1,22,44,ring_2,13,1
7183,1,22,44,shoulder,1241,1
7184,1,22,44,trinket_1,59,1
7185,1,22,44,trinket_2,59,1
7186,1,22,44,main_hand,1514,1
7187,1,22,44,off_hand,1545,1
7188,1,22,44,wrist,1245,1
7189,2,22,44,waist,1194,1
7190,2,22,44,back,398,1
7191,2,22,44,chest,1191,1
7192,2,22,44,feet,1466,1
7193,2,22,44,hands,1193,1
7194,2,22,44,head,1187,1
7195,2,22,44,legs,1195,1
7196,2,22,44,neck,278,1
7197,2,22,44,ring_1,13,1
7198,2,22,44,ring_2,13,1
7199,2,22,44,shoulder,1241,1
7200,2,22,44,trinket_1,59,1
7201,2,22,44,trinket_2,59,1
7202,2,22,44,main_hand,1514,1
7203,2,22,44,off_hand,1545,1
7204,2,22,44,wrist,1245,1
7205,8,32,,main_hand,1595,1
7206,8,32,,off_hand,1596,1
7207,8,32,,head,1597,1
7208,8,32,,neck,48,1
7209,8,32,,shoulder,1599,1
7210,8,32,,back,1600,1
7211,8,32,,chest,1601,1
7212,8,32,,wrist,1602,1
7213,8,32,,hands,1603,1
7214,8,32,,waist,1604,1
7215,8,32,,legs,1605,1
