id,item_id,blizzard_item_id,item_name,instance_type,encounter_name,instance_name,blizzard_instance_id,blizzard_encounter_id,is_suspected_junk
2242,7778,24155,Ursol's Claw,dungeon,Vazruden the Herald,Hellfire Ramparts,248,529,f
2243,7779,34601,Shoulderplates of Everlasting Pain,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2244,7780,34602,Eversong Cuffs,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2245,7781,34604,Jaded Crystal Dagger,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2246,7782,133454,Band of Celerity,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2247,7783,133467,Jaded Crystal Dagger,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2248,7784,133432,Bracers of the Forest Stalker,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2249,7785,133435,Leggings of the Betrayed,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2250,7786,133433,Sun-Forged Cleaver,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2251,7787,133436,Cloak of Swift Mending,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2252,7788,133466,Eversong Cuffs,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2253,7789,133431,Bindings of Raging Fire,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2254,7790,133457,Gloves of Arcane Acuity,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2255,7791,133434,Gauntlets of Divine Blessings,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2256,7792,133465,Shoulderplates of Everlasting Pain,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2257,7793,34702,Cloak of Swift Mending,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2258,7794,34701,Leggings of the Betrayed,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2259,7795,34699,Sun-Forged Cleaver,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2260,7796,34698,Bracers of the Forest Stalker,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2261,7797,34697,Bindings of Raging Fire,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2262,7798,34700,Gauntlets of Divine Blessings,dungeon,Selin Fireheart,Magisters' Terrace,249,530,f
2263,7799,34608,Rod of the Blazing Light,dungeon,Vexallus,Magisters' Terrace,249,531,f
2264,7800,34605,Breastplate of Fierce Survival,dungeon,Vexallus,Magisters' Terrace,249,531,f
2265,7801,34606,Edge of Oppression,dungeon,Vexallus,Magisters' Terrace,249,531,f
2266,7802,34607,Fel-Tinged Mantle,dungeon,Vexallus,Magisters' Terrace,249,531,f
2267,7803,133471,Rod of the Blazing Light,dungeon,Vexallus,Magisters' Terrace,249,531,f
2268,7804,133470,Fel-Tinged Mantle,dungeon,Vexallus,Magisters' Terrace,249,531,f
2269,7805,133437,Latro's Dancing Blade,dungeon,Vexallus,Magisters' Terrace,249,531,f
2270,7806,133440,Band of Determination,dungeon,Vexallus,Magisters' Terrace,249,531,f
2271,7807,133439,Bracers of Divine Infusion,dungeon,Vexallus,Magisters' Terrace,249,531,f
2272,7808,133469,Edge of Oppression,dungeon,Vexallus,Magisters' Terrace,249,531,f
2273,7809,133438,Band of Arcane Alacrity,dungeon,Vexallus,Magisters' Terrace,249,531,f
2274,7810,133430,Kharmaa's Ring of Fate,dungeon,Vexallus,Magisters' Terrace,249,531,f
2275,7811,133468,Breastplate of Fierce Survival,dungeon,Vexallus,Magisters' Terrace,249,531,f
2276,7812,133441,Boots of Resuscitation,dungeon,Vexallus,Magisters' Terrace,249,531,f
2277,7813,133478,Netherforce Chestplate,dungeon,Vexallus,Magisters' Terrace,249,531,f
2278,7814,133442,Cloak of the Coming Night,dungeon,Vexallus,Magisters' Terrace,249,531,f
2279,7815,34706,Band of Determination,dungeon,Vexallus,Magisters' Terrace,249,531,f
2280,7816,34704,Band of Arcane Alacrity,dungeon,Vexallus,Magisters' Terrace,249,531,f
2281,7817,34707,Boots of Resuscitation,dungeon,Vexallus,Magisters' Terrace,249,531,f
2282,7818,34708,Cloak of the Coming Night,dungeon,Vexallus,Magisters' Terrace,249,531,f
2283,7819,34703,Latro's Dancing Blade,dungeon,Vexallus,Magisters' Terrace,249,531,f
2284,7820,34705,Bracers of Divine Infusion,dungeon,Vexallus,Magisters' Terrace,249,531,f
2285,7821,34470,Timbal's Focusing Crystal,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2286,7822,34471,Vial of the Sunwell,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2287,7823,34472,Shard of Contempt,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2288,7824,34473,Commendation of Kael'thas,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2289,7825,34789,Bracers of Slaughter,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2290,7826,34792,Cloak of the Betrayed,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2291,7827,34790,Battle-Mace of the High Priestess,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2292,7828,34791,Gauntlets of the Tranquil Waves,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2293,7829,34788,Duskhallow Mantle,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2294,7830,133445,Bracers of Slaughter,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2295,7831,133448,Cloak of the Betrayed,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2296,7832,133447,Gauntlets of the Tranquil Waves,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2297,7833,133461,Timbal's Focusing Crystal,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2298,7834,133464,Commendation of Kael'thas,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2299,7835,133446,Battle-Mace of the High Priestess,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2300,7836,133456,Sunstrider Warboots,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2301,7837,133458,Sunrage Treads,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2302,7838,133463,Shard of Contempt,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2303,7839,133444,Duskhallow Mantle,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2304,7840,133462,Vial of the Sunwell,dungeon,Priestess Delrissa,Magisters' Terrace,249,532,f
2305,7841,35275,Orb of the Sin'dorei,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2306,7842,35504,Phoenix Hatchling,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2307,7843,34609,Quickening Blade of the Prince,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2308,7844,34610,Scarlet Sin'dorei Robes,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2309,7845,34611,Cudgel of Consecration,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2310,7846,34612,Greaves of the Penitent Knight,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2311,7847,34613,Shoulderpads of the Silvermoon Retainer,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2312,7848,34614,Tunic of the Ranger Lord,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2313,7849,34615,Netherforce Chestplate,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2314,7850,34616,Breeching Comet,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2315,7851,35513,Swift White Hawkstrider,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2316,7852,133449,Cord of Reconstruction,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2317,7853,133453,Sun-Infused Focus Staff,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2318,7854,133476,Shoulderpads of the Silvermoon Retainer,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2319,7855,133459,Cloak of Blade Turning,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2320,7856,133450,Axe of Shattered Dreams,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2321,7857,133451,Helm of Sanctification,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2322,7858,133477,Tunic of the Ranger Lord,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2323,7859,133474,Cudgel of Consecration,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2324,7860,133473,Scarlet Sin'dorei Robes,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2325,7861,133479,Breeching Comet,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2326,7862,133452,Robes of Summer Flame,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2327,7863,133472,Quickening Blade of the Prince,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2328,7864,133455,Hauberk of the War Bringer,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2329,7865,133475,Greaves of the Penitent Knight,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2330,7866,34810,Cloak of Blade Turning,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2331,7867,34796,Robes of Summer Flame,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2332,7868,34625,Kharmaa's Ring of Fate,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2333,7869,34793,Cord of Reconstruction,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2334,7870,34809,Sunrage Treads,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2335,7871,34808,Gloves of Arcane Acuity,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2336,7872,34797,Sun-Infused Focus Staff,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2337,7873,34807,Sunstrider Warboots,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2338,7874,34799,Hauberk of the War Bringer,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2339,7875,34795,Helm of Sanctification,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2340,7876,34794,Axe of Shattered Dreams,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2341,7877,34798,Band of Celerity,dungeon,Kael'thas Sunstrider,Magisters' Terrace,249,533,f
2342,7878,25939,Voidfire Wand,dungeon,Pandemonius,Mana-Tombs,250,534,f
2343,7879,25941,Boots of the Outlander,dungeon,Pandemonius,Mana-Tombs,250,534,f
2344,7880,27813,Boots of the Colossus,dungeon,Pandemonius,Mana-Tombs,250,534,f
2345,7881,25942,Faith Bearer's Gauntlets,dungeon,Pandemonius,Mana-Tombs,250,534,f
2346,7882,28166,Shield of the Void,dungeon,Pandemonius,Mana-Tombs,250,534,f
2347,7883,27814,Twinblade of Mastery,dungeon,Pandemonius,Mana-Tombs,250,534,f
2348,7884,25943,Creepjacker,dungeon,Pandemonius,Mana-Tombs,250,534,f
2349,7885,27816,Mindrage Pauldrons,dungeon,Pandemonius,Mana-Tombs,250,534,f
2350,7886,27817,Starbolt Longbow,dungeon,Pandemonius,Mana-Tombs,250,534,f
2351,7887,27818,Starry Robes of the Crescent,dungeon,Pandemonius,Mana-Tombs,250,534,f
2352,7888,127237,Starry Robes of the Crescent,dungeon,Pandemonius,Mana-Tombs,250,534,f
2353,7889,127218,Faith Bearer's Gauntlets,dungeon,Pandemonius,Mana-Tombs,250,534,f
2354,7890,127235,Mindrage Pauldrons,dungeon,Pandemonius,Mana-Tombs,250,534,f
2355,7891,127233,Boots of the Colossus,dungeon,Pandemonius,Mana-Tombs,250,534,f
2356,7892,127236,Starbolt Longbow,dungeon,Pandemonius,Mana-Tombs,250,534,f
2357,7893,127219,Creepjacker,dungeon,Pandemonius,Mana-Tombs,250,534,f
2358,7894,127254,Shield of the Void,dungeon,Pandemonius,Mana-Tombs,250,534,f
2359,7895,127217,Boots of the Outlander,dungeon,Pandemonius,Mana-Tombs,250,534,f
2360,7896,127249,Wastewalker Leggings,dungeon,Pandemonius,Mana-Tombs,250,534,f
2361,7897,127234,Twinblade of Mastery,dungeon,Pandemonius,Mana-Tombs,250,534,f
2362,7898,127216,Voidfire Wand,dungeon,Pandemonius,Mana-Tombs,250,534,f
2363,7899,27824,Robe of the Great Dark Beyond,dungeon,Tavarok,Mana-Tombs,250,535,f
2364,7900,25952,Scimitar of the Nexus-Stalkers,dungeon,Tavarok,Mana-Tombs,250,535,f
2365,7901,27825,Predatory Gloves,dungeon,Tavarok,Mana-Tombs,250,535,f
2366,7902,27826,Mantle of the Sea Wolf,dungeon,Tavarok,Mana-Tombs,250,535,f
2367,7903,25944,Shaarde the Greater,dungeon,Tavarok,Mana-Tombs,250,535,f
2368,7904,25945,Cloak of Revival,dungeon,Tavarok,Mana-Tombs,250,535,f
2369,7905,25946,Nethershade Boots,dungeon,Tavarok,Mana-Tombs,250,535,f
2370,7906,25947,Lightning-Rod Pauldrons,dungeon,Tavarok,Mana-Tombs,250,535,f
2371,7907,27821,Extravagant Boots of Malice,dungeon,Tavarok,Mana-Tombs,250,535,f
2372,7908,27822,Crystal Band of Valor,dungeon,Tavarok,Mana-Tombs,250,535,f
2373,7909,25950,Staff of Polarities,dungeon,Tavarok,Mana-Tombs,250,535,f
2374,7910,27823,Shard Encrusted Breastplate,dungeon,Tavarok,Mana-Tombs,250,535,f
2375,7911,127225,Scimitar of the Nexus-Stalkers,dungeon,Tavarok,Mana-Tombs,250,535,f
2376,7912,127224,Staff of Polarities,dungeon,Tavarok,Mana-Tombs,250,535,f
2377,7913,127221,Cloak of Revival,dungeon,Tavarok,Mana-Tombs,250,535,f
2378,7914,127220,Shaarde the Greater,dungeon,Tavarok,Mana-Tombs,250,535,f
2379,7915,127238,Extravagant Boots of Malice,dungeon,Tavarok,Mana-Tombs,250,535,f
2380,7916,127243,Mantle of the Sea Wolf,dungeon,Tavarok,Mana-Tombs,250,535,f
2381,7917,127240,Shard Encrusted Breastplate,dungeon,Tavarok,Mana-Tombs,250,535,f
2382,7918,127242,Predatory Gloves,dungeon,Tavarok,Mana-Tombs,250,535,f
2383,7919,127222,Nethershade Boots,dungeon,Tavarok,Mana-Tombs,250,535,f
2384,7920,127239,Crystal Band of Valor,dungeon,Tavarok,Mana-Tombs,250,535,f
2385,7921,127223,Lightning-Rod Pauldrons,dungeon,Tavarok,Mana-Tombs,250,535,f
2386,7922,127241,Robe of the Great Dark Beyond,dungeon,Tavarok,Mana-Tombs,250,535,f
2387,7923,127232,Gauntlets of Vindication,dungeon,Tavarok,Mana-Tombs,250,535,f
2388,7924,31920,Shaffar's Band of Brutality,dungeon,Yor,Mana-Tombs,250,536,f
2389,7925,31921,Yor's Collapsing Band,dungeon,Yor,Mana-Tombs,250,536,f
2390,7926,31570,Mistshroud Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2391,7927,31554,Windchanneller's Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2392,7928,31922,Ring of Conflict Survival,dungeon,Yor,Mana-Tombs,250,536,f
2393,7929,31923,Band of the Crystalline Void,dungeon,Yor,Mana-Tombs,250,536,f
2394,7930,31924,Yor's Revenge,dungeon,Yor,Mana-Tombs,250,536,f
2395,7931,31562,Skystalker's Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2396,7932,31578,Slatesteel Breastplate,dungeon,Yor,Mana-Tombs,250,536,f
2397,7933,31919,Nexus-Prince's Ring of Balance,dungeon,Yor,Mana-Tombs,250,536,f
2398,7934,127425,Shaffar's Band of Brutality,dungeon,Yor,Mana-Tombs,250,536,f
2399,7935,127424,Nexus-Prince's Ring of Balance,dungeon,Yor,Mana-Tombs,250,536,f
2400,7936,127427,Ring of Conflict Survival,dungeon,Yor,Mana-Tombs,250,536,f
2401,7937,127422,Mistshroud Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2402,7938,127420,Windchanneller's Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2403,7939,127429,Yor's Revenge,dungeon,Yor,Mana-Tombs,250,536,f
2404,7940,127426,Yor's Collapsing Band,dungeon,Yor,Mana-Tombs,250,536,f
2405,7941,127231,Longstrider's Loop,dungeon,Yor,Mana-Tombs,250,536,f
2406,7942,127428,Band of the Crystalline Void,dungeon,Yor,Mana-Tombs,250,536,f
2407,7943,127421,Skystalker's Tunic,dungeon,Yor,Mana-Tombs,250,536,f
2408,7944,127423,Slatesteel Breastplate,dungeon,Yor,Mana-Tombs,250,536,f
2409,7945,27840,Scepter of Sha'tar,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2410,7946,25953,Ethereal Warp-Bow,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2411,7947,27842,Grand Scepter of the Nexus-Kings,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2412,7948,25954,Sigil of Shaffar,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2413,7949,27843,Glyph-Lined Sash,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2414,7950,25955,Mask of the Howling Storm,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2415,7951,27844,Pauldrons of Swift Retribution,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2416,7952,25956,Nexus-Bracers of Vigor,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2417,7953,25957,Ethereal Boots of the Skystrider,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2418,7954,30535,Forestwalker Kilt,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2419,7955,29352,Cobalt Band of Tyrigosa,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2420,7956,25962,Longstrider's Loop,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2421,7957,28400,Warp-Storm Warblade,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2422,7958,32082,The Fel Barrier,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2423,7959,27827,Lucid Dream Bracers,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2424,7960,27828,Warp-Scarab Brooch,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2425,7961,27829,Axe of the Nexus-Kings,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2426,7962,27798,Gauntlets of Vindication,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2427,7963,27831,Mantle of the Unforgiven,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2428,7964,29240,Bands of Negation,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2429,7965,27835,Stillwater Girdle,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2430,7966,27837,Wastewalker Leggings,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,t
2431,7967,127245,Warp-Scarab Brooch,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2432,7968,127246,Axe of the Nexus-Kings,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2433,7969,127259,The Fel Barrier,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2434,7970,127227,Sigil of Shaffar,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2435,7971,127252,Glyph-Lined Sash,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2436,7972,127248,Stillwater Girdle,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2437,7973,127253,Pauldrons of Swift Retribution,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2438,7974,127250,Scepter of Sha'tar,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2439,7975,127251,Grand Scepter of the Nexus-Kings,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2440,7976,127229,Nexus-Bracers of Vigor,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2441,7977,127247,Mantle of the Unforgiven,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2442,7978,127258,Forestwalker Kilt,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2443,7979,127257,Cobalt Band of Tyrigosa,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2444,7980,127226,Ethereal Warp-Bow,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2445,7981,127244,Lucid Dream Bracers,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2446,7982,127255,Warp-Storm Warblade,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2447,7983,127230,Ethereal Boots of the Skystrider,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2448,7984,127256,Bands of Negation,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2449,7985,127228,Mask of the Howling Storm,dungeon,Nexus-Prince Shaffar,Mana-Tombs,250,537,f
2450,7986,28210,Bloodskull Destroyer,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2451,7987,28211,Lieutenant's Signet of Lordaeron,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2452,7988,28212,Aran's Sorcerous Slacks,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2453,7989,28213,Lordaeron Medical Guide,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2454,7990,28214,Grips of the Lunar Eclipse,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2455,7991,28215,Mok'Nathal Mask of Battle,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2456,7992,27417,Ravenwing Pauldrons,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2457,7993,27418,Stormreaver Shadow-Kilt,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2458,7994,27436,Iron Band of the Unbreakable,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2459,7995,27420,Uther's Ceremonial Warboots,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2460,7996,27423,Cloak of Impulsiveness,dungeon,Lieutenant Drake,Old Hillsbrad Foothills,251,538,f
2461,7997,27424,Amani Venom-Axe,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2462,7998,27426,Northshire Battlemace,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2463,7999,27427,Durotan's Battle Harness,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2464,8000,27428,Stormfront Gauntlets,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2465,8001,27430,Scaled Greaves of Patience,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2466,8002,28216,Dathrohan's Ceremonial Hammer,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2467,8003,28217,Tarren Mill Vitality Locket,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2468,8004,28218,Pontiff's Pantaloons of Prophecy,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2469,8005,28219,Emerald-Scale Greaves,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2470,8006,28220,Moon-Crown Antlers,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2471,8007,28221,Boots of the Watchful Heart,dungeon,Captain Skarloc,Old Hillsbrad Foothills,251,539,f
2472,8008,28222,Reaver of the Infinites,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2473,8009,29246,Nightfall Wristguards,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2474,8010,28191,Mana-Etched Vestments,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,t
2475,8011,28223,Arcanist's Stone,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2476,8012,27904,Resounding Ring of Glory,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2477,8013,28224,Wastewalker Helm,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,t
2478,8014,28225,Doomplate Warhelm,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,t
2479,8015,28226,Timeslicer,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2480,8016,29250,Cord of Sanctification,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2481,8017,28227,Sparking Arcanite Ring,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2482,8018,30534,Wyrmscale Greaves,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2483,8019,27911,Epoch's Whispering Cinch,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2484,8020,27431,Time-Shifted Dagger,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2485,8021,30536,Greaves of the Martyr,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2486,8022,27432,Broxigar's Ring of Valor,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2487,8023,27433,Pauldrons of Sufferance,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2488,8024,28233,Necklace of Resplendent Hope,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2489,8025,27434,Mantle of Perenolde,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2490,8026,27440,Diamond Prism of Recurrence,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2491,8027,28401,Hauberk of Desolation,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,t
2492,8028,28344,Wyrmfury Pauldrons,dungeon,Epoch Hunter,Old Hillsbrad Foothills,251,540,f
2493,8029,27914,Moonstrider Boots,dungeon,Darkweaver Syth,Sethekk Halls,252,541,f
2494,8030,27915,Sky-Hunter Swift Boots,dungeon,Darkweaver Syth,Sethekk Halls,252,541,f
2495,8031,27918,Bands of Syth,dungeon,Darkweaver Syth,Sethekk Halls,252,541,f
2496,8032,27919,Light-Woven Slippers,dungeon,Darkweaver Syth,Sethekk Halls,252,541,f
2497,8033,32769,Belt of the Raven Lord,dungeon,Anzu,Sethekk Halls,252,542,f
2498,8034,32778,Boots of Righteous Fortitude,dungeon,Anzu,Sethekk Halls,252,542,f
2499,8035,32779,Band of Frigid Elements,dungeon,Anzu,Sethekk Halls,252,542,f
2500,8036,32780,The Boomstick,dungeon,Anzu,Sethekk Halls,252,542,f
2501,8037,32781,Talon of Anzu,dungeon,Anzu,Sethekk Halls,252,542,f
2502,8038,32768,Reins of the Raven Lord,dungeon,Anzu,Sethekk Halls,252,542,f
2503,8039,27936,Greaves of Desolation,dungeon,Anzu,Sethekk Halls,252,542,t
2504,8040,27985,Deathforge Girdle,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
2505,8041,27948,Trousers of Oblivion,dungeon,Talon King Ikiss,Sethekk Halls,252,543,t
2506,8042,27981,Sethekk Oracle Cloak,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
2507,8043,27986,Crow Wing Reaper,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
2508,8044,27946,Avian Cloak of Feathers,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
2509,8045,29355,Terokk's Shadowstaff,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
2510,8046,29259,Bracers of the Hunt,dungeon,Talon King Ikiss,Sethekk Halls,252,543,f
